id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
206625,10.63.134.115,BUL.Bayannuur_Holboo_TPD,37,2026-03-10T19:00:02,2026-03-10T21:46:26,Scheduled test,Low capacity,Test normal,46.7,-33.9,93.8,6.0,VRLA12v_LeadAcid
4688,10.63.134.115,BUL.Bayannuur_Holboo_TPD,1,2025-10-08T09:42:16,2025-10-08T09:47:19,Short test,Exceeded time limit,Test normal,48.1,-25.1,2.1,8.0,VRLA12v_LeadAcid
4689,10.63.134.115,BUL.Bayannuur_Holboo_TPD,2,2025-09-07T22:30:34,2025-09-07T22:35:37,Short test,Exceeded time limit,Test normal,49.0,-27.9,2.3,18.0,VRLA12v_LeadAcid
4690,10.63.134.115,BUL.Bayannuur_Holboo_TPD,3,2025-08-08T11:20:35,2025-08-08T11:25:37,Short test,Exceeded time limit,Test normal,49.2,-27.9,2.3,29.0,VRLA12v_LeadAcid
4691,10.63.134.115,BUL.Bayannuur_Holboo_TPD,4,2025-06-08T22:10:40,2025-06-08T22:15:42,Short test,Exceeded time limit,Test normal,49.3,-29.7,2.5,24.0,VRLA12v_LeadAcid
4692,10.63.134.115,BUL.Bayannuur_Holboo_TPD,5,2025-05-09T19:53:32,2025-05-09T19:58:35,Short test,Exceeded time limit,Test normal,49.3,-30.3,2.5,22.0,VRLA12v_LeadAcid
4693,10.63.134.115,BUL.Bayannuur_Holboo_TPD,6,2025-04-09T08:40:56,2025-04-09T08:45:59,Short test,Exceeded time limit,Test normal,49.0,-24.6,2.1,16.0,VRLA12v_LeadAcid
4694,10.63.134.115,BUL.Bayannuur_Holboo_TPD,7,2025-03-09T21:26:00,2025-03-09T21:31:03,Short test,Exceeded time limit,Test normal,48.8,-28.5,2.4,5.0,VRLA12v_LeadAcid
4695,10.63.134.115,BUL.Bayannuur_Holboo_TPD,8,2025-02-07T10:15:56,2025-02-07T10:20:59,Short test,Exceeded time limit,Test normal,48.1,-24.4,2.0,-16.0,VRLA12v_LeadAcid
4696,10.63.134.115,BUL.Bayannuur_Holboo_TPD,9,2024-11-15T10:50:53,2024-11-15T10:55:56,Short test,Exceeded time limit,Test normal,48.3,-25.1,2.1,1.0,VRLA12v_LeadAcid
4697,10.63.134.115,BUL.Bayannuur_Holboo_TPD,10,2024-10-02T22:34:57,2024-10-02T22:40:00,Short test,Exceeded time limit,Test normal,49.1,-27.0,2.3,14.0,VRLA12v_LeadAcid
4698,10.63.134.115,BUL.Bayannuur_Holboo_TPD,11,2024-09-02T20:16:43,2024-09-02T20:21:46,Short test,Exceeded time limit,Test normal,49.3,-27.0,2.3,26.0,VRLA12v_LeadAcid
4699,10.63.134.115,BUL.Bayannuur_Holboo_TPD,12,2024-08-03T18:01:08,2024-08-03T18:06:12,Short test,Exceeded time limit,Test normal,49.1,-25.6,2.1,25.0,VRLA12v_LeadAcid
4700,10.63.134.115,BUL.Bayannuur_Holboo_TPD,13,2024-07-04T15:45:27,2024-07-04T15:50:30,Short test,Exceeded time limit,Test normal,49.2,-26.8,2.2,29.0,VRLA12v_LeadAcid
4701,10.63.134.115,BUL.Bayannuur_Holboo_TPD,14,2024-06-04T13:29:16,2024-06-04T13:34:19,Short test,Exceeded time limit,Test normal,49.4,-26.4,2.2,29.0,VRLA12v_LeadAcid
4702,10.63.134.115,BUL.Bayannuur_Holboo_TPD,15,2024-05-05T11:13:16,2024-05-05T11:18:19,Short test,Exceeded time limit,Test normal,46.6,-29.6,2.5,27.0,VRLA12v_LeadAcid
4703,10.63.134.115,BUL.Bayannuur_Holboo_TPD,16,2024-03-08T13:39:07,2024-03-08T13:44:11,Short test,Exceeded time limit,Test normal,48.3,-26.2,2.2,-4.0,VRLA12v_LeadAcid
4704,10.63.134.115,BUL.Bayannuur_Holboo_TPD,17,2024-01-13T13:59:01,2024-01-13T14:04:04,Short test,Exceeded time limit,Test normal,48.3,-26.2,2.2,-5.0,VRLA12v_LeadAcid
4705,10.63.134.115,BUL.Bayannuur_Holboo_TPD,18,2023-11-22T01:11:20,2023-11-22T01:16:23,Short test,Exceeded time limit,Test normal,48.7,-20.0,1.7,-3.0,VRLA12v_LeadAcid
4706,10.63.134.115,BUL.Bayannuur_Holboo_TPD,19,2023-10-22T13:57:12,2023-10-22T14:02:14,Short test,Exceeded time limit,Test normal,48.8,-23.4,2.0,19.0,VRLA12v_LeadAcid
4707,10.63.134.115,BUL.Bayannuur_Holboo_TPD,20,2023-09-07T19:08:42,2023-09-07T19:13:45,Short test,Exceeded time limit,Test normal,49.4,-22.2,1.9,25.0,VRLA12v_LeadAcid
4708,10.63.134.115,BUL.Bayannuur_Holboo_TPD,21,2023-08-08T08:00:24,2023-08-08T08:05:27,Short test,Exceeded time limit,Test normal,49.2,-23.0,1.9,26.0,VRLA12v_LeadAcid
4709,10.63.134.115,BUL.Bayannuur_Holboo_TPD,22,2023-06-19T00:58:51,2023-06-19T01:03:54,Short test,Exceeded time limit,Test normal,49.1,-21.1,1.8,21.0,VRLA12v_LeadAcid
