id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
208969,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,38,2026-03-09T19:00:00,2026-03-09T19:07:03,Scheduled test,Low voltage,Battery alm,45.3,-84.4,9.9,10.0,VRLA12v_LeadAcid
171139,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,37,2026-03-06T19:00:00,2026-03-06T19:06:45,Scheduled test,Low voltage,Battery alm,45.6,-84.8,9.5,6.0,VRLA12v_LeadAcid
6908,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,1,2026-02-18T19:00:00,2026-02-18T19:00:06,Scheduled test,Low temperature,Abnormal end,52.2,-18.1,0.0,5.0,VRLA12v_LeadAcid
6909,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,2,2026-02-12T19:00:01,2026-02-12T19:00:33,Scheduled test,Low temperature,Abnormal end,48.3,-65.3,0.6,5.0,VRLA12v_LeadAcid
6910,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,3,2026-01-13T19:00:03,2026-01-13T19:06:58,Scheduled test,Low voltage,Battery alm,45.4,-84.8,9.7,5.0,VRLA12v_LeadAcid
6911,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,4,2025-11-27T19:00:00,2025-11-27T19:07:43,Scheduled test,Low voltage,Battery alm,45.4,-79.7,10.2,7.0,VRLA12v_LeadAcid
6912,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,5,2025-11-22T19:00:01,2025-11-22T19:07:12,Scheduled test,Low voltage,Battery alm,45.3,-86.2,10.3,7.0,VRLA12v_LeadAcid
6913,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,6,2025-11-13T19:00:01,2025-11-13T19:07:44,Scheduled test,Low voltage,Battery alm,45.7,-78.4,10.1,7.0,VRLA12v_LeadAcid
6914,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,7,2025-11-10T19:00:01,2025-11-10T19:07:35,Scheduled test,Low voltage,Battery alm,45.5,-83.7,10.5,7.0,VRLA12v_LeadAcid
6915,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,8,2025-11-07T19:00:01,2025-11-07T19:08:02,Scheduled test,Low voltage,Battery alm,45.6,-76.6,10.2,7.0,VRLA12v_LeadAcid
6916,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,9,2025-11-04T19:00:01,2025-11-04T19:07:18,Scheduled test,Low voltage,Battery alm,45.5,-84.7,10.3,9.0,VRLA12v_LeadAcid
6917,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,10,2025-11-01T19:00:01,2025-11-01T19:07:32,Scheduled test,Low voltage,Battery alm,45.3,-84.7,10.6,11.0,VRLA12v_LeadAcid
6918,10.63.238.50,HUV.Murun_2bag_ErhesShopCenter_TPD55,11,2025-10-29T19:00:00,2025-10-29T19:07:49,Scheduled test,Low voltage,Battery alm,45.4,-79.3,10.3,10.0,VRLA12v_LeadAcid
