id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
169288,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,38,2026-03-08T19:00:01,2026-03-08T19:55:46,Scheduled test,Low voltage,Battery alm,44.5,-26.3,24.4,17.0,VRLA12v_LeadAcid
113748,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,37,2026-03-05T19:00:01,2026-03-05T19:58:02,Scheduled test,Low voltage,Battery alm,44.6,-25.3,24.4,12.0,VRLA12v_LeadAcid
5125,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,1,2026-03-02T19:00:01,2026-03-02T20:01:14,Scheduled test,Low voltage,Battery alm,44.5,-25.3,25.8,16.0,VRLA12v_LeadAcid
5126,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,2,2026-02-27T19:00:00,2026-02-27T20:07:20,Scheduled test,Low voltage,Battery alm,44.5,-25.9,29.0,17.0,VRLA12v_LeadAcid
5127,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,3,2026-02-24T19:00:01,2026-02-24T20:15:08,Scheduled test,Low voltage,Battery alm,44.7,-26.8,33.5,18.0,VRLA12v_LeadAcid
5128,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,4,2026-02-21T19:00:00,2026-02-21T20:54:26,Scheduled test,Low voltage,Battery alm,44.8,-23.9,45.6,20.0,VRLA12v_LeadAcid
5129,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,5,2026-02-18T19:00:00,2026-02-18T20:43:42,Scheduled test,Low voltage,Battery alm,44.7,-25.9,44.6,15.0,VRLA12v_LeadAcid
5130,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,6,2026-02-15T19:00:00,2026-02-15T20:46:30,Scheduled test,Low voltage,Battery alm,44.9,-25.1,44.5,12.0,VRLA12v_LeadAcid
5131,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,7,2026-02-12T19:00:01,2026-02-12T20:41:45,Scheduled test,Low voltage,Battery alm,44.7,-26.6,44.9,17.0,VRLA12v_LeadAcid
5132,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,8,2026-02-09T19:00:00,2026-02-09T20:48:09,Scheduled test,Low voltage,Battery alm,44.5,-25.4,45.6,14.0,VRLA12v_LeadAcid
5133,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,9,2026-02-06T19:00:01,2026-02-06T20:49:41,Scheduled test,Low voltage,Battery alm,44.7,-25.0,45.6,14.0,VRLA12v_LeadAcid
5134,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,10,2026-02-03T19:00:00,2026-02-03T20:51:21,Scheduled test,Low voltage,Battery alm,44.9,-25.2,46.7,17.0,VRLA12v_LeadAcid
5135,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,11,2026-01-31T19:00:01,2026-01-31T20:55:42,Scheduled test,Low voltage,Battery alm,45.0,-24.5,47.2,16.0,VRLA12v_LeadAcid
5136,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,12,2026-01-28T19:00:00,2026-01-28T20:52:18,Scheduled test,Low voltage,Battery alm,44.6,-25.4,47.5,15.0,VRLA12v_LeadAcid
5137,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,13,2026-01-25T19:00:00,2026-01-25T20:53:35,Scheduled test,Low voltage,Battery alm,44.4,-25.1,47.5,14.0,VRLA12v_LeadAcid
5138,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,14,2026-01-22T19:00:01,2026-01-22T20:51:36,Scheduled test,Low voltage,Battery alm,44.4,-25.6,47.4,11.0,VRLA12v_LeadAcid
5139,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,15,2026-01-19T19:00:00,2026-01-19T20:50:15,Scheduled test,Low voltage,Battery alm,44.4,-25.4,46.5,9.0,VRLA12v_LeadAcid
5140,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,16,2026-01-16T19:00:00,2026-01-16T21:02:00,Scheduled test,Low voltage,Battery alm,44.4,-24.2,49.0,17.0,VRLA12v_LeadAcid
5141,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,17,2026-01-13T19:00:00,2026-01-13T21:00:01,Scheduled test,Low voltage,Battery alm,45.0,-24.7,49.4,17.0,VRLA12v_LeadAcid
5142,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,18,2026-01-10T19:00:00,2026-01-10T20:39:34,Scheduled test,Low voltage,Battery alm,44.6,-28.8,47.6,13.0,VRLA12v_LeadAcid
5143,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,19,2026-01-07T19:00:00,2026-01-07T20:39:02,Scheduled test,Low voltage,Battery alm,44.9,-28.3,46.6,10.0,VRLA12v_LeadAcid
5144,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,20,2026-01-04T19:00:01,2026-01-04T20:36:21,Scheduled test,Low voltage,Battery alm,44.4,-29.3,47.0,10.0,VRLA12v_LeadAcid
5145,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,21,2026-01-01T19:00:00,2026-01-01T20:28:41,Scheduled test,Low voltage,Battery alm,44.9,-32.3,47.7,15.0,VRLA12v_LeadAcid
5146,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,22,2025-12-29T19:00:01,2025-12-29T20:42:20,Scheduled test,Low voltage,Battery alm,44.8,-28.9,49.2,16.0,VRLA12v_LeadAcid
5147,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,23,2025-12-26T19:00:00,2025-12-26T20:40:57,Scheduled test,Low voltage,Battery alm,44.7,-28.5,47.8,14.0,VRLA12v_LeadAcid
5148,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,24,2025-12-23T19:00:01,2025-12-23T20:36:42,Scheduled test,Low voltage,Battery alm,44.9,-31.1,50.0,14.0,VRLA12v_LeadAcid
5149,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,25,2025-12-20T19:00:00,2025-12-20T20:33:16,Scheduled test,Low voltage,Battery alm,44.7,-32.0,49.7,10.0,VRLA12v_LeadAcid
5150,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,26,2025-12-17T19:00:00,2025-12-17T20:38:01,Scheduled test,Low voltage,Battery alm,44.6,-31.8,51.8,17.0,VRLA12v_LeadAcid
5151,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,27,2025-12-14T19:00:00,2025-12-14T20:38:25,Scheduled test,Low voltage,Battery alm,44.4,-31.3,51.3,11.0,VRLA12v_LeadAcid
5152,10.63.137.227,DAR.Hongor_SalhitUrtuu_NMD,28,2025-12-11T19:00:01,2025-12-11T20:41:33,Scheduled test,Low voltage,Battery alm,44.9,-31.0,52.3,12.0,VRLA12v_LeadAcid
