id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
187585,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,74,2026-03-09T19:00:00,2026-03-09T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.1,-43.4,130.3,20.0,VRLA12v_LeadAcid
131604,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,73,2026-03-06T19:00:01,2026-03-06T22:00:09,Scheduled test,Exceeded time limit,Test normal,48.0,-42.9,128.8,12.0,VRLA12v_LeadAcid
4635,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,1,2026-03-02T19:00:00,2026-03-02T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.1,-43.2,129.5,10.0,VRLA12v_LeadAcid
4636,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,2,2026-02-27T19:00:01,2026-02-27T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.1,-43.0,129.1,13.0,VRLA12v_LeadAcid
4637,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,3,2026-02-24T19:00:00,2026-02-24T22:00:08,Scheduled test,Exceeded time limit,Test normal,47.6,-43.8,131.6,30.0,VRLA12v_LeadAcid
4638,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,4,2026-02-21T19:00:00,2026-02-21T22:00:08,Scheduled test,Exceeded time limit,Test normal,47.4,-42.7,128.2,31.0,VRLA12v_LeadAcid
4639,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,5,2026-02-18T19:00:01,2026-02-18T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.1,-43.6,130.7,31.0,VRLA12v_LeadAcid
4640,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,6,2026-01-27T19:00:01,2026-01-27T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.5,-42.8,128.4,30.0,VRLA12v_LeadAcid
4641,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,7,2026-01-17T19:00:26,2026-01-17T22:00:32,Scheduled test,Exceeded time limit,Test normal,47.6,-41.8,125.4,30.0,VRLA12v_LeadAcid
4642,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,8,2026-01-14T19:00:00,2026-01-14T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.1,-40.4,121.2,29.0,VRLA12v_LeadAcid
4643,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,9,2026-01-09T19:00:01,2026-01-09T22:00:09,Scheduled test,Exceeded time limit,Test normal,47.9,-40.6,121.8,29.0,VRLA12v_LeadAcid
4644,10.63.133.242,ARH.Chuluut_MHSuljee_ID150,10,2026-01-06T19:00:01,2026-01-06T22:00:09,Scheduled test,Exceeded time limit,Test normal,48.0,-40.2,120.5,29.0,VRLA12v_LeadAcid
