id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp
17879,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,101,2026-02-25 19:00:01,2026-02-25 21:05:21,125,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.51,53.51,,,45.92,45.92,,,153.79,153.67,,,154.1,153.98,,,LEAD_ACID,
17880,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,100,2026-02-23 19:00:02,2026-02-23 21:08:03,128,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.52,53.52,,,46.26,46.27,,,153.44,153.32,,,153.77,153.65,,,LEAD_ACID,
17881,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,99,2026-02-21 19:00:01,2026-02-21 20:49:47,110,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.54,53.57,,,46.05,45.98,,,153.09,152.97,,,153.43,153.3,,,LEAD_ACID,
17882,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,98,2026-02-19 19:00:02,2026-02-19 21:02:33,123,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.52,53.51,,,45.99,46.18,,,152.74,152.61,,,153.07,152.95,,,LEAD_ACID,
17883,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,97,2026-02-17 19:00:01,2026-02-17 20:58:53,119,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,95.0,95.0,,,53.54,53.54,,,45.99,45.99,,,152.37,152.25,,,152.72,152.6,,,LEAD_ACID,
17884,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,96,2026-02-15 19:00:02,2026-02-15 20:50:41,111,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.49,53.49,,,46.1,46.1,,,152.05,151.93,,,152.35,152.23,,,LEAD_ACID,
17885,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,95,2026-02-13 19:00:01,2026-02-13 21:01:17,121,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.51,53.51,,,46.1,46.14,,,151.7,151.58,,,152.02,151.9,,,LEAD_ACID,
17886,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,94,2026-02-11 19:00:01,2026-02-11 20:51:20,111,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.54,53.52,,,46.12,46.14,,,151.36,151.24,,,151.69,151.57,,,LEAD_ACID,
17887,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,93,2026-02-09 19:00:01,2026-02-09 21:11:53,132,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,95.0,95.0,,,53.51,53.51,,,46.01,46.04,,,150.98,150.86,,,151.34,151.22,,,LEAD_ACID,
17888,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,92,2026-02-07 19:00:01,2026-02-07 21:18:47,139,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,95.0,95.0,,,53.51,53.51,,,46.1,46.15,,,150.59,150.47,,,150.96,150.84,,,LEAD_ACID,
17889,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,91,2026-02-05 19:00:01,2026-02-05 21:18:26,138,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,95.0,95.0,,,53.54,53.54,,,46.02,46.11,,,150.19,150.06,,,150.57,150.45,,,LEAD_ACID,
17890,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,90,2026-02-03 19:00:01,2026-02-03 21:35:27,155,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,95.0,95.0,,,53.51,53.51,,,46.27,46.26,,,149.77,149.64,,,150.17,150.04,,,LEAD_ACID,
17891,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,89,2026-02-01 19:00:02,2026-02-01 21:26:42,147,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,94.0,94.0,,,53.54,53.54,,,46.01,46.02,,,149.33,149.21,,,149.74,149.62,,,LEAD_ACID,
17892,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,88,2026-01-30 19:00:02,2026-01-30 21:52:55,173,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,93.0,93.0,,,53.51,53.51,,,46.01,46.01,,,148.83,148.7,,,149.31,149.19,,,LEAD_ACID,
17893,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,87,2026-01-28 21:18:21,2026-01-28 21:20:39,2,SCHEDULED,POWER_OFF,100.0,100.0,,,100.0,100.0,,,56.41,56.41,,,54.05,54.05,,,148.79,148.67,,,148.8,148.68,,,LEAD_ACID,
17894,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,86,2026-01-26 19:52:18,2026-01-26 21:24:09,92,SCHEDULED,BATTERY_VOLTAGE,97.0,97.0,,,93.0,93.0,,,50.81,50.81,,,45.95,46.01,,,146.93,146.81,,,147.21,147.09,,,LEAD_ACID,
17895,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,85,2026-01-24 19:00:02,2026-01-24 21:38:22,158,SCHEDULED,BATTERY_FAULT,100.0,100.0,,,94.0,94.0,,,53.51,53.52,,,48.23,48.56,,,146.28,146.16,,,146.7,146.58,,,LEAD_ACID,
17896,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,84,2026-01-22 23:47:17,2026-01-23 02:47:19,180,SCHEDULED,MAX_TIME,100.0,100.0,,,94.0,94.0,,,56.41,56.41,,,47.79,47.62,,,144.87,144.75,,,145.3,145.18,,,LEAD_ACID,
17897,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,83,2026-01-20 19:00:02,2026-01-20 19:36:33,37,SCHEDULED,POWER_OFF,100.0,100.0,,,99.0,99.0,,,53.51,53.51,,,50.37,50.37,,,143.45,143.32,,,143.54,143.42,,,LEAD_ACID,
17898,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,82,2026-01-18 19:00:02,2026-01-18 20:59:23,119,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.54,53.54,,,46.26,46.27,,,143.08,142.96,,,143.39,143.27,,,LEAD_ACID,
17899,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,81,2026-01-16 19:00:01,2026-01-16 21:02:23,122,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.51,53.51,,,46.27,46.27,,,142.76,142.63,,,143.06,142.94,,,LEAD_ACID,
17900,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,80,2026-01-14 19:00:01,2026-01-14 20:59:21,119,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.54,53.54,,,45.98,46.12,,,142.43,142.31,,,142.74,142.62,,,LEAD_ACID,
17901,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,79,2026-01-12 19:00:01,2026-01-12 20:49:14,109,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.51,53.51,,,45.98,45.96,,,142.11,141.99,,,142.41,142.29,,,LEAD_ACID,
17902,10.63.32.218,UVH._Harhorin_GerComplex_SMP23,78,2026-01-10 19:00:01,2026-01-10 21:00:00,120,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,,,96.0,96.0,,,53.54,53.54,,,46.02,46.04,,,141.79,141.67,,,142.09,141.97,,,LEAD_ACID,
