id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
201627,10.64.54.72,DOG.Dalanjargalan_HalzangiinRashaan_Mobi,39,2026-03-09T19:00:03,2026-03-09T20:00:36,Scheduled test,Low voltage,Battery alm,46.0,-11.3,11.4,19.0,VRLA12v_LeadAcid
145286,10.64.54.72,DOG.Dalanjargalan_HalzangiinRashaan_Mobi,38,2026-03-06T19:00:03,2026-03-06T20:08:19,Scheduled test,Low capacity,Test normal,45.8,-11.5,13.1,12.0,VRLA12v_LeadAcid
18065,10.64.54.72,DOG.Dalanjargalan_HalzangiinRashaan_Mobi,37,2026-03-03T19:00:02,2026-03-03T20:07:32,Scheduled test,Low capacity,Test normal,46.1,-11.9,13.4,11.0,VRLA12v_LeadAcid
18029,10.64.54.72,DOG.Dalanjargalan_HalzangiinRashaan_Mobi,1,2026-02-28T19:00:02,2026-02-28T20:18:37,Scheduled test,Low capacity,Test normal,45.9,-10.9,14.2,14.0,VRLA12v_LeadAcid
18030,10.64.54.72,DOG.Dalanjargalan_HalzangiinRashaan_Mobi,2,2026-02-25T19:00:02,2026-02-25T20:15:36,Scheduled test,Low voltage,Battery alm,45.8,-11.2,14.1,6.0,VRLA12v_LeadAcid
18031,10.64.54.72,DOG.Dalanjargalan_HalzangiinRashaan_Mobi,3,2026-02-22T19:00:02,2026-02-22T20:13:29,Scheduled test,Low capacity,Test normal,45.7,-11.6,14.1,6.0,VRLA12v_LeadAcid
18032,10.64.54.72,DOG.Dalanjargalan_HalzangiinRashaan_Mobi,4,2026-02-19T19:00:02,2026-02-19T20:21:01,Scheduled test,Low voltage,Battery alm,45.7,-11.2,15.1,14.0,VRLA12v_LeadAcid
18033,10.64.54.72,DOG.Dalanjargalan_HalzangiinRashaan_Mobi,5,2026-02-16T19:00:03,2026-02-16T20:22:27,Scheduled test,Low capacity,Test normal,45.9,-11.4,15.6,12.0,VRLA12v_LeadAcid
18034,10.64.54.72,DOG.Dalanjargalan_HalzangiinRashaan_Mobi,6,2026-02-13T19:00:02,2026-02-13T20:27:22,Scheduled test,Low capacity,Test normal,45.8,-11.3,16.4,13.0,VRLA12v_LeadAcid
18035,10.64.54.72,DOG.Dalanjargalan_HalzangiinRashaan_Mobi,7,2026-02-10T19:00:01,2026-02-10T20:29:45,Scheduled test,Low capacity,Test normal,45.7,-11.3,16.9,8.0,VRLA12v_LeadAcid
