id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp
6067,10.63.43.90,HOV.Manhan_RTV_NMD110,444,2026-02-24 20:00:01,2026-02-24 20:27:43,27,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,88.0,88.0,0.0,0.0,54.4,54.3,0.0,0.0,48.6,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
6068,10.63.43.90,HOV.Manhan_RTV_NMD110,443,2026-02-22 20:00:01,2026-02-22 20:17:48,17,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,92.0,92.0,0.0,0.0,54.5,54.4,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
6069,10.63.43.90,HOV.Manhan_RTV_NMD110,442,2026-02-20 20:00:01,2026-02-20 20:17:35,17,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,92.0,92.0,0.0,0.0,54.3,54.2,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
6070,10.63.43.90,HOV.Manhan_RTV_NMD110,441,2026-02-18 20:00:01,2026-02-18 20:15:36,15,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,92.0,93.0,0.0,0.0,54.2,54.1,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
6071,10.63.43.90,HOV.Manhan_RTV_NMD110,440,2026-02-16 20:00:01,2026-02-16 20:17:05,17,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,92.0,92.0,0.0,0.0,54.5,54.3,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
6072,10.63.43.90,HOV.Manhan_RTV_NMD110,439,2026-02-14 20:00:01,2026-02-14 20:18:15,18,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,92.0,92.0,0.0,0.0,54.7,54.7,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
6073,10.63.43.90,HOV.Manhan_RTV_NMD110,438,2026-02-12 20:00:01,2026-02-12 20:17:17,17,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,92.0,92.0,0.0,0.0,54.6,54.5,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
6074,10.63.43.90,HOV.Manhan_RTV_NMD110,437,2026-02-10 20:00:01,2026-02-10 20:18:12,18,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,92.0,92.0,0.0,0.0,54.5,54.4,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,
6075,10.63.43.90,HOV.Manhan_RTV_NMD110,436,2026-02-08 20:00:01,2026-02-08 20:17:52,17,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,92.0,92.0,0.0,0.0,54.7,54.6,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
6076,10.63.43.90,HOV.Manhan_RTV_NMD110,435,2026-02-06 20:00:00,2026-02-06 20:18:56,18,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,91.0,92.0,0.0,0.0,54.4,54.3,0.0,0.0,48.5,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,
