id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
180857,10.63.89.142,BGD._22hor_ZuunNaran115_ONDO_MP22_ULN,38,2026-03-08T19:00:02,2026-03-08T21:43:53,Scheduled test,Low capacity,Test normal,47.2,-32.7,89.1,15.0,VRLA12v_LeadAcid
125029,10.63.89.142,BGD._22hor_ZuunNaran115_ONDO_MP22_ULN,37,2026-03-05T19:00:03,2026-03-05T21:21:51,Scheduled test,Low capacity,Test normal,47.9,-31.6,74.7,7.0,VRLA12v_LeadAcid
16252,10.63.89.142,BGD._22hor_ZuunNaran115_ONDO_MP22_ULN,1,2026-02-28T19:00:03,2026-02-28T21:07:04,Scheduled test,Low capacity,Test normal,48.3,-31.7,67.1,5.0,VRLA12v_LeadAcid
16253,10.63.89.142,BGD._22hor_ZuunNaran115_ONDO_MP22_ULN,2,2026-02-24T19:00:01,2026-02-24T20:53:00,Scheduled test,Low capacity,Test normal,48.6,-29.9,56.3,7.0,VRLA12v_LeadAcid
16254,10.63.89.142,BGD._22hor_ZuunNaran115_ONDO_MP22_ULN,3,2026-02-19T19:00:01,2026-02-19T22:08:43,Scheduled test,Low capacity,Test normal,47.9,-29.0,91.1,16.0,VRLA12v_LeadAcid
16255,10.63.89.142,BGD._22hor_ZuunNaran115_ONDO_MP22_ULN,4,2026-02-16T19:00:03,2026-02-16T21:53:43,Scheduled test,Low capacity,Test normal,47.6,-29.7,85.9,8.0,VRLA12v_LeadAcid
16256,10.63.89.142,BGD._22hor_ZuunNaran115_ONDO_MP22_ULN,5,2026-02-11T19:00:02,2026-02-11T21:38:30,Scheduled test,Low capacity,Test normal,47.8,-31.2,82.5,10.0,VRLA12v_LeadAcid
16257,10.63.89.142,BGD._22hor_ZuunNaran115_ONDO_MP22_ULN,6,2026-02-08T19:00:02,2026-02-08T21:27:21,Scheduled test,Low capacity,Test normal,48.1,-32.0,78.4,7.0,VRLA12v_LeadAcid
16258,10.63.89.142,BGD._22hor_ZuunNaran115_ONDO_MP22_ULN,7,2026-02-01T19:00:02,2026-02-01T21:21:38,Scheduled test,Low capacity,Test normal,48.0,-33.4,78.9,6.0,VRLA12v_LeadAcid
16259,10.63.89.142,BGD._22hor_ZuunNaran115_ONDO_MP22_ULN,8,2026-01-14T19:00:02,2026-01-14T21:55:17,Scheduled test,Low capacity,Test normal,47.7,-28.2,82.3,6.0,VRLA12v_LeadAcid
