id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
16324,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,1,2025-06-26T19:00:02,2025-06-26T22:00:10,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,48.0,VRLA12v_LeadAcid
16325,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,2,2025-06-23T19:00:02,2025-06-23T22:00:11,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,48.0,VRLA12v_LeadAcid
16326,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,3,2025-06-20T19:00:02,2025-06-20T22:00:10,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,46.0,VRLA12v_LeadAcid
16327,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,4,2025-06-17T19:00:02,2025-06-17T22:00:12,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,45.0,VRLA12v_LeadAcid
16328,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,5,2025-06-14T19:00:02,2025-06-14T22:00:10,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,44.0,VRLA12v_LeadAcid
16329,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,6,2025-06-11T19:00:02,2025-06-11T22:00:10,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,45.0,VRLA12v_LeadAcid
16330,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,7,2025-06-08T19:00:03,2025-06-08T22:00:12,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,45.0,VRLA12v_LeadAcid
16331,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,8,2025-06-05T19:00:03,2025-06-05T22:00:11,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,45.0,VRLA12v_LeadAcid
16332,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,9,2025-06-02T19:00:02,2025-06-02T22:00:12,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,44.0,VRLA12v_LeadAcid
16333,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,10,2025-05-30T19:00:02,2025-05-30T22:00:11,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,44.0,VRLA12v_LeadAcid
16334,10.63.89.66,HUD._7hor_OrangeTown_Ablock_ULN,11,2025-05-27T19:00:02,2025-05-27T22:00:10,Scheduled test,Exceeded time limit,Test normal,52.0,0.0,0.0,45.0,VRLA12v_LeadAcid
