id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
194890,10.63.51.66,DOR.Halhgol_BayanhoshuuBoomt_Hil_MP23,37,2026-03-09T19:00:00,2026-03-09T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.4,-10.0,30.0,10.0,ESMU_Lithium
11575,10.63.51.66,DOR.Halhgol_BayanhoshuuBoomt_Hil_MP23,1,2026-02-20T19:00:00,2026-02-20T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.4,-10.0,30.1,13.0,ESMU_Lithium
11576,10.63.51.66,DOR.Halhgol_BayanhoshuuBoomt_Hil_MP23,2,2025-11-21T19:00:01,2025-11-21T22:00:09,Scheduled test,Exceeded time limit,Test normal,49.4,-9.9,29.7,13.0,ESMU_Lithium
11577,10.63.51.66,DOR.Halhgol_BayanhoshuuBoomt_Hil_MP23,3,2025-11-14T19:00:00,2025-11-14T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.4,-9.9,29.8,11.0,ESMU_Lithium
11578,10.63.51.66,DOR.Halhgol_BayanhoshuuBoomt_Hil_MP23,4,2025-11-11T19:00:00,2025-11-11T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.4,-9.9,29.8,13.0,ESMU_Lithium
11579,10.63.51.66,DOR.Halhgol_BayanhoshuuBoomt_Hil_MP23,5,2025-11-06T19:00:01,2025-11-06T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.5,-9.9,29.7,14.0,ESMU_Lithium
11580,10.63.51.66,DOR.Halhgol_BayanhoshuuBoomt_Hil_MP23,6,2025-11-03T19:00:01,2025-11-03T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.5,-10.2,30.5,16.0,ESMU_Lithium
11581,10.63.51.66,DOR.Halhgol_BayanhoshuuBoomt_Hil_MP23,7,2025-10-31T19:00:01,2025-10-31T22:00:09,Scheduled test,Exceeded time limit,Test normal,49.5,-10.0,30.1,14.0,ESMU_Lithium
11582,10.63.51.66,DOR.Halhgol_BayanhoshuuBoomt_Hil_MP23,8,2025-10-28T19:00:00,2025-10-28T22:00:06,Scheduled test,Exceeded time limit,Test normal,49.4,-9.7,29.2,13.0,ESMU_Lithium
11583,10.63.51.66,DOR.Halhgol_BayanhoshuuBoomt_Hil_MP23,9,2025-10-23T19:00:02,2025-10-23T22:00:09,Scheduled test,Exceeded time limit,Test normal,49.5,-10.0,29.9,14.0,ESMU_Lithium
