id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
195193,10.63.56.147,HEN.Batshireet_IronTower_ISS100,39,2026-03-09T19:00:01,2026-03-09T20:38:04,Scheduled test,Low voltage,Battery alm,45.7,-22.4,36.4,16.0,VRLA12v_LeadAcid
139001,10.63.56.147,HEN.Batshireet_IronTower_ISS100,38,2026-03-06T19:00:00,2026-03-06T20:40:28,Scheduled test,Low voltage,Battery alm,45.8,-20.6,34.4,10.0,VRLA12v_LeadAcid
11901,10.63.56.147,HEN.Batshireet_IronTower_ISS100,37,2026-03-03T19:00:00,2026-03-03T20:45:43,Scheduled test,Low voltage,Battery alm,45.8,-20.0,35.2,8.0,VRLA12v_LeadAcid
11865,10.63.56.147,HEN.Batshireet_IronTower_ISS100,1,2026-02-28T19:00:01,2026-02-28T20:44:48,Scheduled test,Low voltage,Battery alm,46.0,-19.9,34.7,7.0,VRLA12v_LeadAcid
11866,10.63.56.147,HEN.Batshireet_IronTower_ISS100,2,2026-02-25T19:00:00,2026-02-25T20:44:45,Scheduled test,Low voltage,Battery alm,46.0,-20.0,34.8,7.0,VRLA12v_LeadAcid
11867,10.63.56.147,HEN.Batshireet_IronTower_ISS100,3,2026-02-22T19:00:00,2026-02-22T20:45:02,Scheduled test,Low voltage,Battery alm,45.9,-20.3,35.4,7.0,VRLA12v_LeadAcid
11868,10.63.56.147,HEN.Batshireet_IronTower_ISS100,4,2026-02-19T19:00:00,2026-02-19T20:42:22,Scheduled test,Low voltage,Battery alm,45.7,-20.8,35.4,14.0,VRLA12v_LeadAcid
11869,10.63.56.147,HEN.Batshireet_IronTower_ISS100,5,2026-02-16T19:00:00,2026-02-16T20:37:38,Scheduled test,Low voltage,Battery alm,45.9,-21.5,34.8,10.0,VRLA12v_LeadAcid
11870,10.63.56.147,HEN.Batshireet_IronTower_ISS100,6,2026-02-13T19:00:01,2026-02-13T20:50:18,Scheduled test,Low voltage,Battery alm,46.0,-19.2,35.3,10.0,VRLA12v_LeadAcid
11871,10.63.56.147,HEN.Batshireet_IronTower_ISS100,7,2026-02-10T19:00:00,2026-02-10T20:43:44,Scheduled test,Low voltage,Battery alm,46.0,-20.1,34.7,11.0,VRLA12v_LeadAcid
11872,10.63.56.147,HEN.Batshireet_IronTower_ISS100,8,2026-02-07T19:00:00,2026-02-07T20:33:01,Scheduled test,Low voltage,Battery alm,46.0,-21.7,33.5,6.0,VRLA12v_LeadAcid
11873,10.63.56.147,HEN.Batshireet_IronTower_ISS100,9,2026-02-04T19:00:01,2026-02-04T20:37:26,Scheduled test,Low voltage,Battery alm,46.0,-20.8,33.7,6.0,VRLA12v_LeadAcid
11874,10.63.56.147,HEN.Batshireet_IronTower_ISS100,10,2026-02-01T19:00:01,2026-02-01T20:37:39,Scheduled test,Low voltage,Battery alm,45.8,-21.2,34.4,10.0,VRLA12v_LeadAcid
11875,10.63.56.147,HEN.Batshireet_IronTower_ISS100,11,2026-01-29T19:00:00,2026-01-29T20:36:47,Scheduled test,Low voltage,Battery alm,45.8,-20.8,33.4,5.0,VRLA12v_LeadAcid
