id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
164110,10.60.21.252,HOV.Myangad_MW133,38,2026-03-08T19:00:04,2026-03-08T19:49:03,Scheduled test,Low voltage,Battery alm,44.5,-26.6,21.7,23.0,VRLA12v_LeadAcid
108694,10.60.21.252,HOV.Myangad_MW133,37,2026-03-05T19:00:02,2026-03-05T19:53:52,Scheduled test,Low voltage,Battery alm,44.9,-26.3,23.5,17.0,VRLA12v_LeadAcid
146,10.60.21.252,HOV.Myangad_MW133,1,2026-03-02T19:00:03,2026-03-02T19:59:31,Scheduled test,Low voltage,Battery alm,44.8,-27.1,26.8,13.0,VRLA12v_LeadAcid
147,10.60.21.252,HOV.Myangad_MW133,2,2026-02-27T19:00:02,2026-02-27T20:20:16,Scheduled test,Low voltage,Battery alm,44.8,-26.0,34.8,15.0,VRLA12v_LeadAcid
148,10.60.21.252,HOV.Myangad_MW133,3,2026-02-24T19:00:02,2026-02-24T20:48:09,Scheduled test,Low voltage,Battery alm,44.9,-26.9,48.4,6.0,VRLA12v_LeadAcid
149,10.60.21.252,HOV.Myangad_MW133,4,2026-02-11T19:00:02,2026-02-11T22:00:11,Scheduled test,Exceeded time limit,Test normal,49.3,-25.3,76.0,12.0,VRLA12v_LeadAcid
150,10.60.21.252,HOV.Myangad_MW133,5,2026-02-08T19:00:03,2026-02-08T22:00:11,Scheduled test,Exceeded time limit,Test normal,49.1,-25.3,76.0,9.0,VRLA12v_LeadAcid
151,10.60.21.252,HOV.Myangad_MW133,6,2026-02-04T19:00:03,2026-02-04T22:00:13,Scheduled test,Exceeded time limit,Test normal,49.8,-19.0,57.1,15.0,VRLA12v_LeadAcid
152,10.60.21.252,HOV.Myangad_MW133,7,2026-02-01T19:00:03,2026-02-01T22:00:12,Scheduled test,Exceeded time limit,Test normal,49.7,-18.7,56.0,14.0,VRLA12v_LeadAcid
153,10.60.21.252,HOV.Myangad_MW133,8,2026-01-29T19:00:02,2026-01-29T22:00:11,Scheduled test,Exceeded time limit,Test normal,49.9,-18.5,55.5,13.0,VRLA12v_LeadAcid
154,10.60.21.252,HOV.Myangad_MW133,9,2026-01-26T19:00:02,2026-01-26T22:00:11,Scheduled test,Exceeded time limit,Test normal,50.0,-19.0,57.1,14.0,VRLA12v_LeadAcid
155,10.60.21.252,HOV.Myangad_MW133,10,2026-01-23T19:00:02,2026-01-23T22:00:10,Scheduled test,Exceeded time limit,Test normal,50.0,-18.7,56.2,11.0,VRLA12v_LeadAcid
