id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
202198,10.60.27.67,HEN.Murun_holboo,39,2026-03-10T19:00:03,2026-03-10T20:46:21,Scheduled test,Low voltage,Battery alm,44.7,-20.5,36.3,11.0,VRLA12v_LeadAcid
145845,10.60.27.67,HEN.Murun_holboo,38,2026-03-07T19:00:03,2026-03-07T20:41:11,Scheduled test,Low voltage,Battery alm,44.6,-21.2,35.7,10.0,VRLA12v_LeadAcid
90870,10.60.27.67,HEN.Murun_holboo,37,2026-03-04T19:00:03,2026-03-04T20:42:32,Scheduled test,Low voltage,Battery alm,44.6,-20.6,35.2,8.0,VRLA12v_LeadAcid
504,10.60.27.67,HEN.Murun_holboo,1,2026-03-01T19:00:02,2026-03-01T20:43:32,Scheduled test,Low capacity,Test normal,44.4,-20.2,34.9,7.0,VRLA12v_LeadAcid
505,10.60.27.67,HEN.Murun_holboo,2,2026-02-26T19:00:02,2026-02-26T20:43:45,Scheduled test,Low voltage,Battery alm,44.4,-20.2,34.9,7.0,VRLA12v_LeadAcid
506,10.60.27.67,HEN.Murun_holboo,3,2026-02-23T19:00:03,2026-02-23T20:42:29,Scheduled test,Low voltage,Battery alm,44.8,-20.3,34.7,7.0,VRLA12v_LeadAcid
507,10.60.27.67,HEN.Murun_holboo,4,2026-02-20T19:00:02,2026-02-20T20:47:34,Scheduled test,Low voltage,Battery alm,44.8,-20.1,36.0,12.0,VRLA12v_LeadAcid
508,10.60.27.67,HEN.Murun_holboo,5,2026-02-17T19:00:03,2026-02-17T20:47:18,Scheduled test,Low voltage,Battery alm,44.7,-20.0,35.7,9.0,VRLA12v_LeadAcid
509,10.60.27.67,HEN.Murun_holboo,6,2026-02-14T19:00:03,2026-02-14T20:41:02,Scheduled test,Low voltage,Battery alm,45.0,-20.6,34.6,8.0,VRLA12v_LeadAcid
510,10.60.27.67,HEN.Murun_holboo,7,2026-02-11T19:00:03,2026-02-11T20:50:41,Scheduled test,Low voltage,Battery alm,44.5,-19.8,36.6,11.0,VRLA12v_LeadAcid
511,10.60.27.67,HEN.Murun_holboo,8,2026-02-08T19:00:03,2026-02-08T20:52:35,Scheduled test,Low voltage,Battery alm,44.7,-19.7,36.9,9.0,VRLA12v_LeadAcid
512,10.60.27.67,HEN.Murun_holboo,9,2026-02-05T19:00:02,2026-02-05T20:55:16,Scheduled test,Low voltage,Battery alm,44.8,-19.3,37.0,10.0,VRLA12v_LeadAcid
513,10.60.27.67,HEN.Murun_holboo,10,2026-02-02T19:00:03,2026-02-02T20:55:08,Scheduled test,Low voltage,Battery alm,44.7,-19.6,37.5,8.0,VRLA12v_LeadAcid
514,10.60.27.67,HEN.Murun_holboo,11,2026-01-30T19:00:03,2026-01-30T21:02:07,Scheduled test,Low capacity,Test normal,45.3,-19.3,39.2,8.0,VRLA12v_LeadAcid
515,10.60.27.67,HEN.Murun_holboo,12,2026-01-27T19:00:03,2026-01-27T19:56:15,Scheduled test,Fault alarm,Abnormal end,50.1,-18.3,17.2,8.0,VRLA12v_LeadAcid
516,10.60.27.67,HEN.Murun_holboo,13,2026-01-24T19:00:02,2026-01-24T21:06:39,Scheduled test,Low voltage,Battery alm,45.0,-20.3,42.7,13.0,VRLA12v_LeadAcid
517,10.60.27.67,HEN.Murun_holboo,14,2026-01-21T19:00:02,2026-01-21T21:05:10,Scheduled test,Low voltage,Battery alm,44.8,-18.9,39.5,8.0,VRLA12v_LeadAcid
518,10.60.27.67,HEN.Murun_holboo,15,2026-01-15T19:00:03,2026-01-15T20:57:24,Scheduled test,Low voltage,Battery alm,44.9,-20.6,40.3,10.0,VRLA12v_LeadAcid
519,10.60.27.67,HEN.Murun_holboo,16,2026-01-12T19:00:03,2026-01-12T21:01:51,Scheduled test,Low voltage,Battery alm,44.7,-20.1,40.7,9.0,VRLA12v_LeadAcid
520,10.60.27.67,HEN.Murun_holboo,17,2026-01-09T19:00:02,2026-01-09T21:00:18,Scheduled test,Low voltage,Battery alm,44.8,-20.4,40.8,11.0,VRLA12v_LeadAcid
521,10.60.27.67,HEN.Murun_holboo,18,2026-01-06T19:00:03,2026-01-06T20:54:17,Scheduled test,Low voltage,Battery alm,45.1,-21.0,39.9,9.0,VRLA12v_LeadAcid
