id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
178068,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,38,2026-03-08T19:00:03,2026-03-08T19:45:47,Scheduled test,Low capacity,Test normal,49.3,-20.5,15.6,15.0,VRLA12v_LeadAcid
122298,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,37,2026-03-05T19:00:03,2026-03-05T19:47:06,Scheduled test,Low capacity,Test normal,48.8,-21.2,16.6,10.0,VRLA12v_LeadAcid
13559,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,1,2026-03-02T19:00:02,2026-03-02T19:46:40,Scheduled test,Low capacity,Test normal,47.4,-21.3,16.5,7.0,VRLA12v_LeadAcid
13560,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,2,2026-02-27T19:00:03,2026-02-27T19:48:03,Scheduled test,Low capacity,Test normal,47.5,-20.8,16.7,8.0,VRLA12v_LeadAcid
13561,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,3,2026-02-24T19:00:03,2026-02-24T19:47:27,Scheduled test,Low capacity,Test normal,47.4,-20.9,16.5,11.0,VRLA12v_LeadAcid
13562,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,4,2026-02-21T19:00:03,2026-02-21T19:54:58,Scheduled test,Low capacity,Test normal,46.7,-19.4,17.7,11.0,VRLA12v_LeadAcid
13563,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,5,2026-02-18T19:00:02,2026-02-18T19:50:02,Scheduled test,Low capacity,Test normal,49.1,-20.3,16.9,12.0,VRLA12v_LeadAcid
13564,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,6,2026-02-15T19:00:03,2026-02-15T19:54:03,Scheduled test,Low capacity,Test normal,46.3,-21.1,19.0,7.0,VRLA12v_LeadAcid
13565,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,7,2026-02-12T19:00:03,2026-02-12T19:54:29,Scheduled test,Low capacity,Test normal,49.1,-18.9,17.1,13.0,VRLA12v_LeadAcid
13566,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,8,2026-02-09T19:00:03,2026-02-09T20:00:40,Scheduled test,Low capacity,Test normal,48.2,-19.5,19.7,7.0,VRLA12v_LeadAcid
13567,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,9,2026-02-06T19:00:03,2026-02-06T19:57:54,Scheduled test,Low capacity,Test normal,48.2,-20.3,19.6,12.0,VRLA12v_LeadAcid
13568,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,10,2026-02-03T19:00:03,2026-02-03T19:54:09,Scheduled test,Low capacity,Test normal,49.0,-20.7,18.6,9.0,VRLA12v_LeadAcid
13569,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,11,2026-01-31T19:00:02,2026-01-31T19:58:10,Scheduled test,Low capacity,Test normal,46.2,-21.1,20.5,9.0,VRLA12v_LeadAcid
13570,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,12,2026-01-28T19:00:03,2026-01-28T19:54:58,Scheduled test,Low capacity,Test normal,49.9,-19.5,17.8,11.0,VRLA12v_LeadAcid
13571,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,13,2026-01-24T19:00:03,2026-01-24T19:56:21,Scheduled test,Low capacity,Test normal,47.1,-21.0,19.7,12.0,VRLA12v_LeadAcid
13572,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,14,2026-01-18T19:00:02,2026-01-18T19:50:21,Scheduled test,Low capacity,Test normal,46.4,-19.2,16.1,10.0,VRLA12v_LeadAcid
13573,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,15,2026-01-13T19:00:02,2026-01-13T19:47:49,Scheduled test,Low capacity,Test normal,46.3,-20.2,16.0,8.0,VRLA12v_LeadAcid
13574,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,16,2026-01-09T19:00:02,2026-01-09T19:47:38,Scheduled test,Low capacity,Test normal,46.9,-20.5,16.3,9.0,VRLA12v_LeadAcid
13575,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,17,2026-01-06T19:00:03,2026-01-06T19:43:15,Scheduled test,Low capacity,Test normal,46.7,-22.9,16.5,11.0,VRLA12v_LeadAcid
13576,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,18,2026-01-02T19:00:02,2026-01-02T19:47:00,Scheduled test,Low capacity,Test normal,47.2,-21.0,16.4,9.0,VRLA12v_LeadAcid
13577,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,19,2025-12-30T19:00:03,2025-12-30T19:05:03,Scheduled test,Fault alarm,Abnormal end,50.6,-16.7,1.4,12.0,VRLA12v_LeadAcid
13578,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,20,2025-12-27T19:00:03,2025-12-27T19:49:57,Scheduled test,Low capacity,Test normal,47.6,-19.6,16.3,8.0,VRLA12v_LeadAcid
13579,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,21,2025-12-24T19:00:03,2025-12-24T19:50:47,Scheduled test,Low capacity,Test normal,46.4,-20.7,17.5,12.0,VRLA12v_LeadAcid
13580,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,22,2025-12-21T19:00:02,2025-12-21T19:51:48,Scheduled test,Low capacity,Test normal,46.9,-21.8,18.8,12.0,VRLA12v_LeadAcid
13581,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,23,2025-12-18T19:00:02,2025-12-18T19:51:34,Scheduled test,Low capacity,Test normal,47.4,-22.4,19.2,9.0,VRLA12v_LeadAcid
13582,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,24,2025-12-15T19:00:03,2025-12-15T19:50:22,Scheduled test,Fault alarm,Abnormal end,49.7,-21.6,18.1,7.0,VRLA12v_LeadAcid
13583,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,25,2025-12-12T19:00:02,2025-12-12T19:58:42,Scheduled test,Low capacity,Test normal,46.8,-22.8,22.3,8.0,VRLA12v_LeadAcid
13584,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,26,2025-12-09T19:00:02,2025-12-09T19:03:01,Scheduled test,Fault alarm,Abnormal end,49.9,-19.8,1.0,7.0,VRLA12v_LeadAcid
13585,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,27,2025-12-06T19:00:07,2025-12-06T19:59:50,Scheduled test,Fault alarm,Abnormal end,49.7,-21.8,21.7,7.0,VRLA12v_LeadAcid
13586,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,28,2025-12-03T19:00:03,2025-12-03T19:58:06,Scheduled test,Low capacity,Test normal,46.1,-21.7,21.0,7.0,VRLA12v_LeadAcid
13587,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,29,2025-11-30T19:00:02,2025-11-30T19:57:58,Scheduled test,Low capacity,Test normal,46.8,-23.8,22.9,11.0,VRLA12v_LeadAcid
13588,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,30,2025-11-27T19:00:03,2025-11-27T19:03:31,Scheduled test,Fault alarm,Abnormal end,50.0,-19.5,1.1,9.0,VRLA12v_LeadAcid
13589,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,31,2025-11-24T19:00:02,2025-11-24T19:06:50,Scheduled test,Fault alarm,Abnormal end,50.1,-26.2,3.0,7.0,VRLA12v_LeadAcid
13590,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,32,2025-11-20T19:00:02,2025-11-20T19:21:17,Scheduled test,Fault alarm,Abnormal end,50.5,-21.9,7.8,10.0,VRLA12v_LeadAcid
13591,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,33,2025-11-16T19:00:03,2025-11-16T19:29:18,Scheduled test,Fault alarm,Abnormal end,50.1,-22.0,10.7,12.0,VRLA12v_LeadAcid
13592,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,34,2025-11-13T19:00:03,2025-11-13T20:14:35,Scheduled test,Low capacity,Test normal,46.4,-24.3,30.2,11.0,VRLA12v_LeadAcid
13593,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,35,2025-11-10T19:00:02,2025-11-10T20:16:05,Scheduled test,Low capacity,Test normal,47.0,-25.5,32.3,11.0,VRLA12v_LeadAcid
13594,10.63.67.232,SHD._41hor_BaruunSalaa_Zeeliin17_13_MP22_ULN,36,2025-11-07T19:00:03,2025-11-07T20:23:43,Scheduled test,Low capacity,Test normal,46.5,-27.0,37.7,17.0,VRLA12v_LeadAcid
