id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp
7121,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,163,2026-02-24 20:00:01,2026-02-24 20:00:08,0,SCHEDULED,BATTERY_VOLTAGE,100.0,80.0,0.0,0.0,100.0,80.0,0.0,0.0,53.2,51.3,0.0,0.0,46.2,51.3,0.0,0.0,,,,,,,,,LEAD_ACID,
7122,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,162,2026-02-22 20:00:01,2026-02-22 20:00:08,0,SCHEDULED,BATTERY_VOLTAGE,100.0,80.0,0.0,0.0,100.0,80.0,0.0,0.0,53.2,51.4,0.0,0.0,46.5,51.3,0.0,0.0,,,,,,,,,LEAD_ACID,
7123,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,161,2026-02-20 20:00:01,2026-02-20 20:00:12,0,SCHEDULED,BATTERY_VOLTAGE,100.0,80.0,0.0,0.0,100.0,80.0,0.0,0.0,53.0,51.3,0.0,0.0,46.7,51.3,0.0,0.0,,,,,,,,,LEAD_ACID,
7124,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,160,2026-02-18 20:00:01,2026-02-18 20:00:14,0,SCHEDULED,BATTERY_VOLTAGE,100.0,80.0,0.0,0.0,100.0,80.0,0.0,0.0,53.0,51.3,0.0,0.0,46.5,51.3,0.0,0.0,,,,,,,,,LEAD_ACID,
7125,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,159,2026-02-16 20:00:00,2026-02-16 20:00:17,0,SCHEDULED,BATTERY_VOLTAGE,100.0,80.0,0.0,0.0,100.0,80.0,0.0,0.0,53.0,51.3,0.0,0.0,46.3,51.3,0.0,0.0,,,,,,,,,LEAD_ACID,
7126,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,158,2026-02-14 20:00:01,2026-02-14 20:00:15,0,SCHEDULED,BATTERY_VOLTAGE,100.0,80.0,0.0,0.0,100.0,80.0,0.0,0.0,53.2,51.3,0.0,0.0,46.4,51.3,0.0,0.0,,,,,,,,,LEAD_ACID,
7127,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,157,2026-02-12 20:00:01,2026-02-12 20:45:57,45,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,72.0,80.0,0.0,0.0,53.6,53.7,0.0,0.0,46.0,49.3,0.0,0.0,,,,,,,,,LEAD_ACID,
7128,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,156,2026-02-10 20:00:00,2026-02-10 20:00:09,0,SCHEDULED,BATTERY_VOLTAGE,100.0,89.0,0.0,0.0,100.0,89.0,0.0,0.0,52.5,52.1,0.0,0.0,46.2,52.1,0.0,0.0,,,,,,,,,LEAD_ACID,
7129,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,155,2026-02-08 20:00:01,2026-02-08 20:22:09,22,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,88.0,89.0,0.0,0.0,53.6,53.6,0.0,0.0,46.0,50.6,0.0,0.0,,,,,,,,,LEAD_ACID,
7130,10.63.6.218,BZD._2hor_13_2_GeneralSUH_NMD40_ULN,154,2026-02-06 00:07:17,2026-02-06 01:30:52,83,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,73.0,0.0,0.0,54.5,54.7,0.0,0.0,47.8,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,
