id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
181829,10.63.95.98,BGD._1hor_BogdAr22aBair_ULN,38,2026-03-08T19:00:03,2026-03-08T20:26:53,Scheduled test,Low capacity,Test normal,47.2,-73.6,106.5,18.0,VRLA12v_LeadAcid
125982,10.63.95.98,BGD._1hor_BogdAr22aBair_ULN,37,2026-03-05T19:00:02,2026-03-05T20:17:07,Scheduled test,Low capacity,Test normal,47.1,-81.6,104.7,19.0,VRLA12v_LeadAcid
17196,10.63.95.98,BGD._1hor_BogdAr22aBair_ULN,1,2026-03-02T19:00:03,2026-03-02T20:08:23,Scheduled test,Low capacity,Test normal,47.3,-83.8,95.4,19.0,VRLA12v_LeadAcid
17197,10.63.95.98,BGD._1hor_BogdAr22aBair_ULN,2,2026-02-27T19:00:02,2026-02-27T20:19:56,Scheduled test,Low capacity,Test normal,47.4,-75.5,100.4,19.0,VRLA12v_LeadAcid
17198,10.63.95.98,BGD._1hor_BogdAr22aBair_ULN,3,2026-02-24T19:00:02,2026-02-24T20:22:34,Scheduled test,Low capacity,Test normal,47.0,-78.7,108.2,18.0,VRLA12v_LeadAcid
17199,10.63.95.98,BGD._1hor_BogdAr22aBair_ULN,4,2026-02-21T19:00:02,2026-02-21T20:29:25,Scheduled test,Low capacity,Test normal,47.6,-71.4,106.2,19.0,VRLA12v_LeadAcid
17200,10.63.95.98,BGD._1hor_BogdAr22aBair_ULN,5,2026-02-18T19:00:02,2026-02-18T20:47:26,Scheduled test,Low capacity,Test normal,47.1,-65.3,116.8,19.0,VRLA12v_LeadAcid
17201,10.63.95.98,BGD._1hor_BogdAr22aBair_ULN,6,2026-02-15T19:00:03,2026-02-15T20:23:50,Scheduled test,Low capacity,Test normal,47.7,-72.8,101.6,19.0,VRLA12v_LeadAcid
17202,10.63.95.98,BGD._1hor_BogdAr22aBair_ULN,7,2026-02-12T19:00:03,2026-02-12T20:17:37,Scheduled test,Low capacity,Test normal,47.7,-81.0,104.7,17.0,VRLA12v_LeadAcid
17203,10.63.95.98,BGD._1hor_BogdAr22aBair_ULN,8,2026-02-09T19:00:02,2026-02-09T20:30:05,Scheduled test,Low capacity,Test normal,46.7,-77.2,115.9,19.0,VRLA12v_LeadAcid
