id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
203119,10.61.37.84,SEL.Javhlant_HarMoritiinHutul_TPD40,39,2026-03-09T19:00:00,2026-03-09T19:58:50,Scheduled test,Low voltage,Battery alm,44.7,-13.0,12.7,21.0,VRLA12v_LeadAcid
128266,10.61.37.84,SEL.Javhlant_HarMoritiinHutul_TPD40,38,2026-03-06T19:00:00,2026-03-06T20:10:26,Scheduled test,Low voltage,Battery alm,44.8,-12.6,14.7,19.0,VRLA12v_LeadAcid
1407,10.61.37.84,SEL.Javhlant_HarMoritiinHutul_TPD40,37,2026-03-03T19:00:00,2026-03-03T20:18:30,Scheduled test,Low voltage,Battery alm,44.5,-12.9,16.8,12.0,VRLA12v_LeadAcid
1371,10.61.37.84,SEL.Javhlant_HarMoritiinHutul_TPD40,1,2026-02-27T19:00:01,2026-02-27T20:21:35,Scheduled test,Low voltage,Battery alm,44.9,-13.2,17.8,12.0,VRLA12v_LeadAcid
1372,10.61.37.84,SEL.Javhlant_HarMoritiinHutul_TPD40,2,2026-02-24T19:00:00,2026-02-24T19:37:42,Scheduled test,Low temperature,Abnormal end,50.0,-12.4,7.8,5.0,VRLA12v_LeadAcid
1373,10.61.37.84,SEL.Javhlant_HarMoritiinHutul_TPD40,3,2026-02-21T19:00:01,2026-02-21T20:24:47,Scheduled test,Low voltage,Battery alm,44.7,-14.3,20.2,8.0,VRLA12v_LeadAcid
1374,10.61.37.84,SEL.Javhlant_HarMoritiinHutul_TPD40,4,2026-02-18T19:00:00,2026-02-18T20:15:06,Scheduled test,Low voltage,Battery alm,44.7,-14.2,17.8,20.0,VRLA12v_LeadAcid
1375,10.61.37.84,SEL.Javhlant_HarMoritiinHutul_TPD40,5,2026-02-15T19:00:01,2026-02-15T20:18:31,Scheduled test,Low voltage,Battery alm,44.4,-14.1,18.4,14.0,VRLA12v_LeadAcid
1376,10.61.37.84,SEL.Javhlant_HarMoritiinHutul_TPD40,6,2026-02-12T19:00:01,2026-02-12T20:18:07,Scheduled test,Low voltage,Battery alm,44.7,-13.4,17.4,20.0,VRLA12v_LeadAcid
1377,10.61.37.84,SEL.Javhlant_HarMoritiinHutul_TPD40,7,2026-02-09T19:00:00,2026-02-09T20:21:20,Scheduled test,Low voltage,Battery alm,44.5,-12.5,16.8,11.0,VRLA12v_LeadAcid
