id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
205606,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,39,2026-03-10T19:00:03,2026-03-10T22:00:12,Scheduled test,Exceeded time limit,Test normal,48.8,-33.7,101.1,17.0,VRLA12v_LeadAcid
149172,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,38,2026-03-07T19:00:02,2026-03-07T22:00:12,Scheduled test,Exceeded time limit,Test normal,48.8,-35.3,105.9,14.0,VRLA12v_LeadAcid
94116,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,37,2026-03-04T19:00:02,2026-03-04T22:00:12,Scheduled test,Exceeded time limit,Test normal,48.7,-32.4,97.3,9.0,VRLA12v_LeadAcid
3726,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,1,2026-03-01T19:00:02,2026-03-01T22:00:12,Scheduled test,Exceeded time limit,Test normal,48.5,-35.7,107.3,10.0,VRLA12v_LeadAcid
3727,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,2,2026-02-25T19:00:02,2026-02-25T22:00:12,Scheduled test,Exceeded time limit,Test normal,48.6,-30.8,92.4,10.0,VRLA12v_LeadAcid
3728,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,3,2026-02-22T19:00:02,2026-02-22T22:00:12,Scheduled test,Exceeded time limit,Test normal,48.5,-32.1,96.3,8.0,VRLA12v_LeadAcid
3729,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,4,2026-02-19T19:00:02,2026-02-19T22:00:13,Scheduled test,Exceeded time limit,Test normal,48.9,-30.1,90.3,15.0,VRLA12v_LeadAcid
3730,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,5,2026-02-16T19:00:03,2026-02-16T22:00:12,Scheduled test,Exceeded time limit,Test normal,48.7,-31.3,93.8,10.0,VRLA12v_LeadAcid
3731,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,6,2026-02-13T19:00:02,2026-02-13T22:00:12,Scheduled test,Exceeded time limit,Test normal,48.6,-32.4,97.2,11.0,VRLA12v_LeadAcid
3732,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,7,2026-02-10T19:00:02,2026-02-10T22:00:11,Scheduled test,Exceeded time limit,Test normal,48.7,-31.6,94.8,10.0,VRLA12v_LeadAcid
3733,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,8,2026-02-07T19:00:03,2026-02-07T22:00:12,Scheduled test,Exceeded time limit,Test normal,48.6,-32.5,97.4,9.0,VRLA12v_LeadAcid
3734,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,9,2026-02-04T19:00:02,2026-02-04T22:00:11,Scheduled test,Exceeded time limit,Test normal,48.3,-30.8,92.5,8.0,VRLA12v_LeadAcid
3735,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,10,2026-02-01T19:00:02,2026-02-01T22:00:11,Scheduled test,Exceeded time limit,Test normal,48.6,-33.4,100.1,10.0,VRLA12v_LeadAcid
3736,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,11,2026-01-29T19:00:03,2026-01-29T22:00:14,Scheduled test,Exceeded time limit,Test normal,48.5,-33.0,99.0,8.0,VRLA12v_LeadAcid
3737,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,12,2026-01-26T19:00:03,2026-01-26T22:00:13,Scheduled test,Exceeded time limit,Test normal,48.6,-31.3,94.0,9.0,VRLA12v_LeadAcid
3738,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,13,2026-01-23T19:00:03,2026-01-23T22:00:14,Scheduled test,Exceeded time limit,Test normal,48.3,-32.7,98.1,7.0,VRLA12v_LeadAcid
3739,10.63.113.2,HUD._14hor_Ulziit_5gudamj_123toot_ULN,14,2026-01-20T19:00:01,2026-01-20T19:07:08,Scheduled test,Low temperature,Abnormal end,48.8,-30.7,3.6,5.0,VRLA12v_LeadAcid
