id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
169093,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,38,2026-03-08T19:00:01,2026-03-08T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.8,-32.9,98.6,22.0,ESMU_Lithium
113558,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,37,2026-03-05T19:00:00,2026-03-05T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.6,-31.8,95.5,17.0,ESMU_Lithium
4940,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,1,2026-03-02T19:00:00,2026-03-02T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.5,-32.6,97.7,14.0,ESMU_Lithium
4941,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,2,2026-02-27T19:00:00,2026-02-27T22:00:05,Scheduled test,Exceeded time limit,Test normal,48.6,-31.5,94.4,15.0,ESMU_Lithium
4942,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,3,2026-02-24T19:00:01,2026-02-24T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.6,-31.6,94.7,15.0,ESMU_Lithium
4943,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,4,2026-02-21T19:00:01,2026-02-21T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.5,-32.4,97.3,15.0,ESMU_Lithium
4944,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,5,2026-02-18T19:00:00,2026-02-18T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.9,-31.8,95.5,25.0,ESMU_Lithium
4945,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,6,2026-02-15T19:00:00,2026-02-15T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.6,-28.4,85.2,14.0,ESMU_Lithium
4946,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,7,2026-02-12T19:00:01,2026-02-12T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.9,-29.4,88.2,25.0,ESMU_Lithium
4947,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,8,2026-02-09T19:00:00,2026-02-09T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.8,-30.0,90.0,19.0,ESMU_Lithium
4948,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,9,2026-02-06T19:00:01,2026-02-06T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.7,-29.0,86.9,15.0,ESMU_Lithium
4949,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,10,2026-02-03T19:00:00,2026-02-03T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.6,-31.5,94.4,15.0,ESMU_Lithium
4950,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,11,2026-01-31T19:00:00,2026-01-31T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.7,-29.9,89.6,19.0,ESMU_Lithium
4951,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,12,2026-01-28T19:00:01,2026-01-28T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.6,-32.0,96.0,16.0,ESMU_Lithium
4952,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,13,2026-01-25T19:00:00,2026-01-25T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.6,-30.6,91.8,15.0,ESMU_Lithium
4953,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,14,2026-01-22T19:00:00,2026-01-22T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.6,-31.4,94.2,15.0,ESMU_Lithium
4954,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,15,2026-01-15T19:00:00,2026-01-15T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.6,-29.1,87.3,14.0,ESMU_Lithium
4955,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,16,2026-01-12T19:00:00,2026-01-12T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.6,-30.3,91.0,15.0,ESMU_Lithium
4956,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,17,2026-01-09T19:00:02,2026-01-09T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.5,-31.4,94.2,14.0,ESMU_Lithium
4957,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,18,2026-01-06T19:00:00,2026-01-06T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.6,-33.7,101.2,17.0,ESMU_Lithium
4958,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,19,2026-01-03T19:00:00,2026-01-03T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.6,-33.6,100.7,17.0,ESMU_Lithium
4959,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,20,2025-12-31T19:00:02,2025-12-31T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.8,-29.6,88.8,18.0,ESMU_Lithium
4960,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,21,2025-12-28T19:00:01,2025-12-28T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.5,-31.9,95.7,14.0,ESMU_Lithium
4961,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,22,2025-12-25T19:00:01,2025-12-25T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.7,-31.2,93.7,18.0,ESMU_Lithium
4962,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,23,2025-12-22T19:00:00,2025-12-22T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.5,-31.5,94.5,14.0,ESMU_Lithium
4963,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,24,2025-12-19T19:00:00,2025-12-19T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.6,-29.6,88.9,14.0,ESMU_Lithium
4964,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,25,2025-12-16T19:00:00,2025-12-16T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.7,-34.0,101.9,21.0,ESMU_Lithium
4965,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,26,2025-12-13T19:00:00,2025-12-13T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.4,-34.7,104.2,14.0,ESMU_Lithium
4966,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,27,2025-12-10T19:00:01,2025-12-10T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.5,-34.3,103.0,14.0,ESMU_Lithium
4967,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,28,2025-12-07T19:00:01,2025-12-07T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.4,-32.2,96.6,14.0,ESMU_Lithium
4968,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,29,2025-12-04T19:00:00,2025-12-04T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.6,-34.3,103.0,18.0,ESMU_Lithium
4969,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,30,2025-12-01T19:00:00,2025-12-01T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.4,-32.8,98.4,15.0,ESMU_Lithium
4970,10.63.135.2,ORH.BayanUndur_14bag_Govil_ilgeelt_SMP22,31,2025-11-28T19:00:01,2025-11-28T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.7,-32.5,97.6,19.0,ESMU_Lithium
