id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp
15265,10.63.21.171,BND.MW204_ULN,1,2023-09-26 18:15:08,2023-09-26 19:21:04,66,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,65.0,66.0,0.0,0.0,53.71,53.65,0.0,0.0,46.71,46.7,0.0,0.0,,,,,,,,,LEAD_ACID,
15266,10.63.21.171,BND.MW204_ULN,2,2023-09-28 20:00:01,2023-09-28 20:56:34,57,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,68.0,69.0,0.0,0.0,53.59,53.52,0.0,0.0,46.21,46.24,0.0,0.0,,,,,,,,,LEAD_ACID,
15267,10.63.21.171,BND.MW204_ULN,3,2023-09-30 20:00:01,2023-09-30 20:57:36,58,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,68.0,69.0,0.0,0.0,53.96,53.91,0.0,0.0,46.5,46.49,0.0,0.0,,,,,,,,,LEAD_ACID,
15268,10.63.21.171,BND.MW204_ULN,4,2023-10-02 20:00:02,2023-10-02 20:57:46,58,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,69.0,70.0,0.0,0.0,53.6,53.52,0.0,0.0,46.43,46.4,0.0,0.0,,,,,,,,,LEAD_ACID,
15269,10.63.21.171,BND.MW204_ULN,5,2023-10-04 20:00:01,2023-10-04 20:57:10,57,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,70.0,70.0,0.0,0.0,53.68,53.63,0.0,0.0,46.48,46.46,0.0,0.0,,,,,,,,,LEAD_ACID,
15270,10.63.21.171,BND.MW204_ULN,6,2023-10-06 20:00:01,2023-10-06 21:00:19,60,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,70.0,70.0,0.0,0.0,52.9,52.83,0.0,0.0,46.54,46.49,0.0,0.0,,,,,,,,,LEAD_ACID,
15271,10.63.21.171,BND.MW204_ULN,7,2023-10-08 20:00:01,2023-10-08 20:50:22,50,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,73.0,73.0,0.0,0.0,53.48,53.39,0.0,0.0,46.51,46.45,0.0,0.0,,,,,,,,,LEAD_ACID,
15272,10.63.21.171,BND.MW204_ULN,8,2023-10-10 20:00:01,2023-10-10 20:51:00,51,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,73.0,73.0,0.0,0.0,53.3,53.18,0.0,0.0,46.54,46.53,0.0,0.0,,,,,,,,,LEAD_ACID,
15273,10.63.21.171,BND.MW204_ULN,9,2023-10-12 20:00:01,2023-10-12 20:46:14,46,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,74.0,75.0,0.0,0.0,53.36,53.32,0.0,0.0,46.48,46.43,0.0,0.0,,,,,,,,,LEAD_ACID,
15274,10.63.21.171,BND.MW204_ULN,10,2023-10-14 20:00:00,2023-10-14 20:45:56,46,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,75.0,76.0,0.0,0.0,53.9,53.81,0.0,0.0,46.52,46.48,0.0,0.0,,,,,,,,,LEAD_ACID,
