id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
653341,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,46,2026-03-30T19:00:02,2026-03-30T19:41:47,Scheduled test,Low voltage,Battery alm,45.9,-14.2,9.8,29.0,VRLA12v_LeadAcid
586701,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,45,2026-03-27T19:00:02,2026-03-27T19:33:44,Scheduled test,Low voltage,Battery alm,45.6,-18.0,10.1,29.0,VRLA12v_LeadAcid
521551,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,44,2026-03-24T19:00:03,2026-03-24T19:35:16,Scheduled test,Low voltage,Battery alm,45.6,-18.1,10.6,29.0,VRLA12v_LeadAcid
458332,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,43,2026-03-21T19:00:02,2026-03-21T19:37:47,Scheduled test,Low voltage,Battery alm,45.7,-17.4,10.9,28.0,VRLA12v_LeadAcid
376342,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,42,2026-03-18T19:00:03,2026-03-18T19:37:33,Scheduled test,Low voltage,Battery alm,45.6,-18.3,11.4,27.0,VRLA12v_LeadAcid
316075,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,41,2026-03-15T19:00:02,2026-03-15T19:42:00,Scheduled test,Low voltage,Battery alm,45.7,-17.3,12.1,28.0,VRLA12v_LeadAcid
257112,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,40,2026-03-12T19:00:01,2026-03-12T19:42:21,Scheduled test,Low voltage,Battery alm,45.7,-18.4,13.0,27.0,VRLA12v_LeadAcid
199449,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,39,2026-03-09T19:00:03,2026-03-09T19:46:03,Scheduled test,Low voltage,Battery alm,45.7,-18.1,13.9,27.0,VRLA12v_LeadAcid
143155,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,38,2026-03-06T19:00:03,2026-03-06T19:49:43,Scheduled test,Low voltage,Battery alm,45.6,-17.9,14.8,26.0,VRLA12v_LeadAcid
15973,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,37,2026-03-03T19:00:01,2026-03-03T19:50:58,Scheduled test,Low voltage,Battery alm,45.7,-18.3,15.6,25.0,VRLA12v_LeadAcid
15937,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,1,2026-02-28T19:00:01,2026-02-28T19:54:19,Scheduled test,Low voltage,Battery alm,45.9,-17.6,15.9,26.0,VRLA12v_LeadAcid
15938,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,2,2026-02-25T19:00:03,2026-02-25T19:55:40,Scheduled test,Low voltage,Battery alm,45.4,-18.1,16.8,27.0,VRLA12v_LeadAcid
15939,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,3,2026-02-22T19:00:02,2026-02-22T20:01:34,Scheduled test,Low voltage,Battery alm,45.8,-17.1,17.5,25.0,VRLA12v_LeadAcid
15940,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,4,2026-02-19T19:00:03,2026-02-19T20:04:59,Scheduled test,Low voltage,Battery alm,45.9,-17.0,18.4,27.0,VRLA12v_LeadAcid
15941,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,5,2026-02-16T19:00:02,2026-02-16T20:05:18,Scheduled test,Low voltage,Battery alm,45.9,-17.7,19.2,26.0,VRLA12v_LeadAcid
15942,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,6,2026-02-13T19:00:02,2026-02-13T20:09:39,Scheduled test,Low voltage,Battery alm,45.8,-17.9,20.7,27.0,VRLA12v_LeadAcid
15943,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,7,2026-02-10T19:00:02,2026-02-10T20:12:29,Scheduled test,Low voltage,Battery alm,45.9,-18.1,21.8,27.0,VRLA12v_LeadAcid
15944,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,8,2026-02-07T19:00:03,2026-02-07T20:20:47,Scheduled test,Low voltage,Battery alm,45.9,-17.2,23.2,26.0,VRLA12v_LeadAcid
15945,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,9,2026-02-04T19:00:02,2026-02-04T20:14:17,Scheduled test,Low capacity,Test normal,47.0,-18.1,22.4,26.0,VRLA12v_LeadAcid
15946,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,10,2026-02-01T19:00:02,2026-02-01T20:23:20,Scheduled test,Low capacity,Test normal,47.0,-17.2,23.9,26.0,VRLA12v_LeadAcid
15947,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,11,2026-01-29T19:00:02,2026-01-29T20:33:46,Scheduled test,Low capacity,Test normal,46.9,-17.7,27.7,26.0,VRLA12v_LeadAcid
15948,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,12,2026-01-24T19:00:02,2026-01-24T20:47:33,Scheduled test,Low capacity,Test normal,47.3,-15.0,26.9,26.0,VRLA12v_LeadAcid
15949,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,13,2026-01-20T19:00:02,2026-01-20T20:04:44,Scheduled test,Low capacity,Test normal,46.9,-17.8,19.1,23.0,VRLA12v_LeadAcid
15950,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,14,2026-01-17T19:00:02,2026-01-17T20:06:46,Scheduled test,Low capacity,Test normal,47.1,-17.5,19.5,24.0,VRLA12v_LeadAcid
15951,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,15,2026-01-14T19:00:02,2026-01-14T20:08:35,Scheduled test,Low capacity,Test normal,47.1,-17.8,20.3,26.0,VRLA12v_LeadAcid
15952,10.63.86.227,SBD._1hor_ParkPalaceIndoor_TPD_R1_ULN,16,2026-01-11T19:00:03,2026-01-11T20:12:42,Scheduled test,Low capacity,Test normal,47.0,-17.3,21.0,25.0,VRLA12v_LeadAcid
