id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
643089,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,45,2026-03-30T19:00:03,2026-03-30T22:32:36,Scheduled test,Low capacity,Test normal,47.3,-29.1,103.1,16.0,VRLA12v_LeadAcid
576670,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,44,2026-03-27T19:00:03,2026-03-27T22:26:15,Scheduled test,Low capacity,Test normal,47.3,-29.7,101.9,17.0,VRLA12v_LeadAcid
511745,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,43,2026-03-24T19:00:02,2026-03-24T22:34:47,Scheduled test,Low capacity,Test normal,47.2,-28.4,101.5,16.0,VRLA12v_LeadAcid
448843,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,42,2026-03-21T19:00:02,2026-03-21T22:27:37,Scheduled test,Low capacity,Test normal,47.2,-28.7,99.2,14.0,VRLA12v_LeadAcid
367058,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,41,2026-03-18T19:00:03,2026-03-18T22:26:24,Scheduled test,Low capacity,Test normal,47.3,-28.3,97.4,11.0,VRLA12v_LeadAcid
306984,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,40,2026-03-15T19:00:03,2026-03-15T21:07:07,Scheduled test,Fault alarm,Abnormal end,49.9,-27.8,58.8,12.0,VRLA12v_LeadAcid
248217,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,39,2026-03-12T19:00:02,2026-03-12T22:37:47,Scheduled test,Low capacity,Test normal,47.3,-28.3,102.6,15.0,VRLA12v_LeadAcid
190760,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,38,2026-03-09T19:00:02,2026-03-09T22:31:28,Scheduled test,Low capacity,Test normal,47.3,-28.6,100.7,11.0,VRLA12v_LeadAcid
134704,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,37,2026-03-06T19:00:03,2026-03-06T22:39:06,Scheduled test,Low capacity,Test normal,47.0,-28.5,103.9,7.0,VRLA12v_LeadAcid
7667,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,1,2026-02-25T19:00:02,2026-02-25T22:44:50,Scheduled test,Low capacity,Test normal,46.9,-28.8,107.8,6.0,VRLA12v_LeadAcid
7668,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,2,2026-02-22T19:00:02,2026-02-22T22:47:18,Scheduled test,Low capacity,Test normal,46.9,-28.9,109.5,7.0,VRLA12v_LeadAcid
7669,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,3,2026-02-19T19:00:02,2026-02-19T22:52:48,Scheduled test,Low capacity,Test normal,46.9,-29.0,112.4,7.0,VRLA12v_LeadAcid
7670,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,4,2026-02-13T19:00:02,2026-02-13T22:58:04,Scheduled test,Low capacity,Test normal,46.9,-28.5,113.1,7.0,VRLA12v_LeadAcid
7671,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,5,2026-01-13T19:00:03,2026-01-13T23:10:10,Scheduled test,Low capacity,Test normal,46.8,-28.3,117.8,7.0,VRLA12v_LeadAcid
7672,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,6,2025-12-16T19:00:47,2025-12-16T19:00:53,Scheduled test,Low temperature,Abnormal end,53.8,-8.6,0.0,5.0,VRLA12v_LeadAcid
7673,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,7,2025-12-09T19:00:02,2025-12-09T23:17:01,Scheduled test,Low capacity,Test normal,46.9,-28.2,120.8,7.0,VRLA12v_LeadAcid
7674,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,8,2025-12-06T19:00:02,2025-12-06T23:23:15,Scheduled test,Low capacity,Test normal,46.9,-28.5,124.9,7.0,VRLA12v_LeadAcid
7675,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,9,2025-11-29T19:00:02,2025-11-29T23:07:27,Scheduled test,Low capacity,Test normal,47.3,-29.0,119.7,10.0,VRLA12v_LeadAcid
7676,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,10,2025-11-26T19:00:02,2025-11-26T22:00:12,Scheduled test,Exceeded time limit,Test normal,47.9,-28.8,86.4,8.0,VRLA12v_LeadAcid
7677,10.63.33.242,ARH.Tariat_TerhiinTsagaanNuur_ISS100,11,2025-11-23T19:00:03,2025-11-23T22:00:11,Scheduled test,Exceeded time limit,Test normal,48.2,-28.8,86.3,10.0,VRLA12v_LeadAcid
