id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
687548,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,45,2026-04-01T19:00:02,2026-04-01T19:58:52,Scheduled test,Low capacity,Test normal,47.3,-32.9,32.3,18.0,VRLA12v_LeadAcid
620167,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,44,2026-03-29T19:00:03,2026-03-29T19:57:59,Scheduled test,Low capacity,Test normal,47.1,-33.8,32.6,18.0,VRLA12v_LeadAcid
554268,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,43,2026-03-26T19:00:02,2026-03-26T20:04:32,Scheduled test,Low capacity,Test normal,47.1,-31.7,34.0,18.0,VRLA12v_LeadAcid
489934,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,42,2026-03-23T19:00:03,2026-03-23T19:51:28,Scheduled test,Low capacity,Test normal,48.1,-32.0,27.4,17.0,VRLA12v_LeadAcid
386800,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,41,2026-03-19T19:00:03,2026-03-19T19:56:01,Scheduled test,Low capacity,Test normal,47.2,-35.1,32.7,12.0,VRLA12v_LeadAcid
326310,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,40,2026-03-16T19:00:03,2026-03-16T20:00:29,Scheduled test,Low capacity,Test normal,47.1,-33.1,33.3,13.0,VRLA12v_LeadAcid
267127,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,39,2026-03-13T19:00:03,2026-03-13T19:53:27,Scheduled test,Low capacity,Test normal,47.5,-35.7,31.8,11.0,VRLA12v_LeadAcid
209235,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,38,2026-03-10T19:00:03,2026-03-10T20:03:27,Scheduled test,Low capacity,Test normal,47.3,-32.3,34.1,11.0,VRLA12v_LeadAcid
152714,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,37,2026-03-07T19:00:02,2026-03-07T19:56:29,Scheduled test,Low capacity,Test normal,47.1,-35.5,33.3,6.0,VRLA12v_LeadAcid
7162,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,1,2026-02-19T19:00:03,2026-02-19T19:58:43,Scheduled test,Low capacity,Test normal,47.0,-34.6,33.8,6.0,VRLA12v_LeadAcid
7163,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,2,2026-02-13T19:00:02,2026-02-13T20:07:55,Scheduled test,Low capacity,Test normal,47.2,-33.1,37.4,6.0,VRLA12v_LeadAcid
7164,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,3,2026-01-12T19:00:03,2026-01-12T20:04:06,Scheduled test,Low capacity,Test normal,47.5,-33.6,35.8,5.0,VRLA12v_LeadAcid
7165,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,4,2026-01-08T19:00:02,2026-01-08T20:09:53,Scheduled test,Low capacity,Test normal,47.7,-33.4,38.8,6.0,VRLA12v_LeadAcid
7166,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,5,2026-01-04T19:00:02,2026-01-04T20:13:17,Scheduled test,Low capacity,Test normal,46.8,-32.5,39.6,6.0,VRLA12v_LeadAcid
7167,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,6,2025-12-29T19:00:03,2025-12-29T20:16:25,Scheduled test,Low capacity,Test normal,47.9,-30.5,38.9,6.0,VRLA12v_LeadAcid
7168,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,7,2025-12-26T19:00:02,2025-12-26T20:17:15,Scheduled test,Low capacity,Test normal,46.8,-32.1,41.3,5.0,VRLA12v_LeadAcid
7169,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,8,2025-12-21T19:00:03,2025-12-21T20:20:41,Scheduled test,Low capacity,Test normal,47.4,-31.9,42.9,6.0,VRLA12v_LeadAcid
7170,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,9,2025-12-18T19:00:02,2025-12-18T20:30:18,Scheduled test,Low capacity,Test normal,46.8,-31.6,47.6,9.0,VRLA12v_LeadAcid
7171,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,10,2025-12-15T19:00:02,2025-12-15T20:30:06,Scheduled test,Low capacity,Test normal,46.7,-31.4,47.1,6.0,VRLA12v_LeadAcid
7172,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,11,2025-12-10T19:00:03,2025-12-10T20:37:29,Scheduled test,Low capacity,Test normal,46.7,-32.1,52.1,8.0,VRLA12v_LeadAcid
7173,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,12,2025-12-07T19:00:03,2025-12-07T20:47:13,Scheduled test,Low capacity,Test normal,47.2,-30.9,55.1,9.0,VRLA12v_LeadAcid
7174,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,13,2025-12-04T19:00:02,2025-12-04T20:40:26,Scheduled test,Low capacity,Test normal,47.1,-31.9,53.4,6.0,VRLA12v_LeadAcid
7175,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,14,2025-12-01T19:00:02,2025-12-01T20:46:25,Scheduled test,Low capacity,Test normal,47.0,-32.1,56.9,8.0,VRLA12v_LeadAcid
7176,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,15,2025-11-28T19:00:02,2025-11-28T20:52:24,Scheduled test,Low capacity,Test normal,46.9,-33.4,62.5,12.0,VRLA12v_LeadAcid
7177,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,16,2025-11-25T19:00:03,2025-11-25T21:17:05,Scheduled test,Low capacity,Test normal,46.1,-32.9,75.1,12.0,VRLA12v_LeadAcid
7178,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,17,2025-11-22T19:00:02,2025-11-22T21:17:45,Scheduled test,Low voltage,Battery alm,45.8,-33.8,77.5,14.0,VRLA12v_LeadAcid
7179,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,18,2025-11-19T19:00:03,2025-11-19T21:24:22,Scheduled test,Low voltage,Battery alm,45.7,-32.8,78.8,12.0,VRLA12v_LeadAcid
7180,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,19,2025-11-16T19:00:02,2025-11-16T21:31:39,Scheduled test,Low voltage,Battery alm,46.1,-33.2,83.9,13.0,VRLA12v_LeadAcid
7181,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,20,2025-11-13T19:00:03,2025-11-13T21:40:40,Scheduled test,Low capacity,Test normal,46.2,-33.0,88.4,18.0,VRLA12v_LeadAcid
7182,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,21,2025-11-10T19:00:02,2025-11-10T21:41:27,Scheduled test,Low voltage,Battery alm,45.8,-33.0,88.7,19.0,VRLA12v_LeadAcid
7183,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,22,2025-11-07T19:00:02,2025-11-07T21:38:19,Scheduled test,Low capacity,Test normal,46.0,-34.2,90.2,21.0,VRLA12v_LeadAcid
7184,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,23,2025-11-04T19:00:02,2025-11-04T21:17:20,Scheduled test,Low capacity,Test normal,47.8,-33.3,76.1,22.0,VRLA12v_LeadAcid
7185,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,24,2025-11-01T19:00:02,2025-11-01T21:17:29,Scheduled test,Low capacity,Test normal,46.3,-35.7,81.7,22.0,VRLA12v_LeadAcid
7186,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,25,2025-10-29T19:00:02,2025-10-29T21:20:01,Scheduled test,Low capacity,Test normal,46.8,-33.4,78.0,20.0,VRLA12v_LeadAcid
7187,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,26,2025-10-26T19:00:02,2025-10-26T21:26:21,Scheduled test,Low capacity,Test normal,46.4,-32.5,79.1,18.0,VRLA12v_LeadAcid
7188,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,27,2025-10-23T19:00:02,2025-10-23T21:30:49,Scheduled test,Low capacity,Test normal,46.7,-33.1,83.2,18.0,VRLA12v_LeadAcid
7189,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,28,2025-10-20T19:00:03,2025-10-20T21:39:58,Scheduled test,Low capacity,Test normal,46.5,-32.0,85.2,17.0,VRLA12v_LeadAcid
7190,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,29,2025-10-17T19:00:02,2025-10-17T21:42:46,Scheduled test,Low capacity,Test normal,46.3,-32.7,88.5,20.0,VRLA12v_LeadAcid
7191,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,30,2025-10-14T19:00:03,2025-10-14T21:36:35,Scheduled test,Low capacity,Test normal,46.7,-32.1,83.7,22.0,VRLA12v_LeadAcid
7192,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,31,2025-10-11T19:00:03,2025-10-11T21:16:29,Scheduled test,Low capacity,Test normal,46.9,-35.6,80.9,22.0,VRLA12v_LeadAcid
7193,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,32,2025-10-08T19:00:02,2025-10-08T21:30:35,Scheduled test,Low capacity,Test normal,46.5,-33.2,83.3,20.0,VRLA12v_LeadAcid
7194,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,33,2025-10-05T19:00:03,2025-10-05T21:32:35,Scheduled test,Low capacity,Test normal,47.3,-32.7,83.1,20.0,VRLA12v_LeadAcid
7195,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,34,2025-10-02T19:00:03,2025-10-02T21:33:51,Scheduled test,Low capacity,Test normal,46.8,-32.3,82.6,21.0,VRLA12v_LeadAcid
7196,10.63.27.26,HUD._13hor_BioTsergiinangi_skytel_MP22_ULN,35,2025-09-29T19:00:02,2025-09-29T21:33:53,Scheduled test,Low capacity,Test normal,46.6,-32.9,84.3,21.0,VRLA12v_LeadAcid
