id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
654716,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,46,2026-03-30T19:00:02,2026-03-30T19:22:32,Scheduled test,Low voltage,Battery alm,45.8,-48.0,18.0,25.0,VRLA12v_LeadAcid
588051,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,45,2026-03-27T19:00:03,2026-03-27T19:21:19,Scheduled test,Low voltage,Battery alm,45.5,-52.3,18.5,24.0,VRLA12v_LeadAcid
522874,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,44,2026-03-24T19:00:03,2026-03-24T19:22:46,Scheduled test,Low voltage,Battery alm,45.2,-49.9,18.9,24.0,VRLA12v_LeadAcid
459629,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,43,2026-03-21T19:00:02,2026-03-21T19:23:52,Scheduled test,Low voltage,Battery alm,45.5,-48.4,19.2,22.0,VRLA12v_LeadAcid
377613,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,42,2026-03-18T19:00:02,2026-03-18T19:23:18,Scheduled test,Low voltage,Battery alm,46.0,-47.9,18.6,21.0,VRLA12v_LeadAcid
317322,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,41,2026-03-15T19:00:03,2026-03-15T19:23:57,Scheduled test,Low voltage,Battery alm,45.4,-47.9,19.1,21.0,VRLA12v_LeadAcid
258335,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,40,2026-03-12T19:00:03,2026-03-12T19:23:30,Scheduled test,Low voltage,Battery alm,45.5,-49.0,19.2,21.0,VRLA12v_LeadAcid
200646,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,39,2026-03-09T19:00:03,2026-03-09T19:23:40,Scheduled test,Low voltage,Battery alm,45.8,-48.6,19.1,19.0,VRLA12v_LeadAcid
144328,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,38,2026-03-06T19:00:02,2026-03-06T19:22:50,Scheduled test,Low voltage,Battery alm,45.2,-49.1,18.6,16.0,VRLA12v_LeadAcid
17122,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,37,2026-03-03T19:00:02,2026-03-03T19:22:29,Scheduled test,Low voltage,Battery alm,45.8,-50.6,18.9,16.0,VRLA12v_LeadAcid
17086,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,1,2026-02-28T19:00:02,2026-02-28T19:22:03,Scheduled test,Low voltage,Battery alm,45.6,-49.4,18.1,14.0,VRLA12v_LeadAcid
17087,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,2,2026-02-25T19:00:02,2026-02-25T19:22:30,Scheduled test,Low voltage,Battery alm,45.4,-48.4,18.1,15.0,VRLA12v_LeadAcid
17088,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,3,2026-02-22T19:00:02,2026-02-22T19:24:25,Scheduled test,Low voltage,Battery alm,45.4,-44.2,18.0,14.0,VRLA12v_LeadAcid
17089,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,4,2026-02-19T19:00:03,2026-02-19T19:25:48,Scheduled test,Low voltage,Battery alm,45.2,-42.6,18.3,16.0,VRLA12v_LeadAcid
17090,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,5,2026-02-16T19:00:03,2026-02-16T19:24:52,Scheduled test,Low voltage,Battery alm,45.4,-46.7,19.3,16.0,VRLA12v_LeadAcid
17091,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,6,2026-02-13T19:00:02,2026-02-13T19:24:14,Scheduled test,Low voltage,Battery alm,45.3,-51.2,20.7,17.0,VRLA12v_LeadAcid
17092,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,7,2026-02-10T19:00:02,2026-02-10T19:27:47,Scheduled test,Low voltage,Battery alm,45.8,-46.2,21.3,15.0,VRLA12v_LeadAcid
17093,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,8,2026-02-07T19:00:03,2026-02-07T19:29:42,Scheduled test,Low voltage,Battery alm,45.5,-47.0,23.2,15.0,VRLA12v_LeadAcid
17094,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,9,2026-02-04T19:00:02,2026-02-04T19:32:32,Scheduled test,Low voltage,Battery alm,45.5,-46.4,25.2,16.0,VRLA12v_LeadAcid
17095,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,10,2026-02-01T19:00:03,2026-02-01T19:34:10,Scheduled test,Low voltage,Battery alm,45.3,-45.3,25.8,15.0,VRLA12v_LeadAcid
17096,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,11,2026-01-29T19:00:02,2026-01-29T19:36:09,Scheduled test,Low capacity,Test normal,45.9,-45.5,27.4,15.0,VRLA12v_LeadAcid
17097,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,12,2026-01-26T19:00:03,2026-01-26T19:29:50,Scheduled test,Low voltage,Battery alm,45.6,-46.8,23.2,14.0,VRLA12v_LeadAcid
17098,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,13,2026-01-23T19:00:01,2026-01-23T19:30:19,Scheduled test,Low capacity,Test normal,45.5,-47.5,24.0,15.0,VRLA12v_LeadAcid
17099,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,14,2026-01-19T19:00:02,2026-01-19T19:24:06,Scheduled test,Low voltage,Battery alm,45.9,-44.4,17.8,14.0,VRLA12v_LeadAcid
17100,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,15,2026-01-16T19:00:03,2026-01-16T19:22:49,Scheduled test,Low voltage,Battery alm,45.6,-46.2,17.5,14.0,VRLA12v_LeadAcid
17101,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,16,2026-01-13T19:00:02,2026-01-13T19:23:57,Scheduled test,Low voltage,Battery alm,45.8,-45.0,17.9,15.0,VRLA12v_LeadAcid
17102,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,17,2026-01-10T19:00:03,2026-01-10T19:23:40,Scheduled test,Low voltage,Battery alm,45.9,-45.2,17.8,15.0,VRLA12v_LeadAcid
17103,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,18,2026-01-07T19:00:03,2026-01-07T19:23:07,Scheduled test,Low voltage,Battery alm,45.7,-46.0,17.6,15.0,VRLA12v_LeadAcid
17104,10.63.94.98,HUD._2hor_19UilchilgeeniiTuv_SMP22_ULN,19,2026-01-04T19:00:02,2026-01-04T19:23:17,Scheduled test,Low voltage,Battery alm,45.6,-46.1,17.8,14.0,VRLA12v_LeadAcid
