id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
655507,10.63.99.238,HUD._11hor_HiimoriHothon_ULN,45,2026-03-30T19:00:03,2026-03-30T20:11:49,Scheduled test,Low capacity,Test normal,47.2,-37.6,44.9,15.0,VRLA12v_LeadAcid
588825,10.63.99.238,HUD._11hor_HiimoriHothon_ULN,44,2026-03-27T19:00:03,2026-03-27T20:16:15,Scheduled test,Low capacity,Test normal,47.0,-38.3,48.6,16.0,VRLA12v_LeadAcid
523631,10.63.99.238,HUD._11hor_HiimoriHothon_ULN,43,2026-03-24T19:00:03,2026-03-24T20:28:34,Scheduled test,Low capacity,Test normal,46.7,-37.8,55.7,16.0,VRLA12v_LeadAcid
439668,10.63.99.238,HUD._11hor_HiimoriHothon_ULN,42,2026-03-20T19:00:02,2026-03-20T19:31:26,Scheduled test,Low capacity,Test normal,47.2,-39.7,20.8,20.0,VRLA12v_LeadAcid
358089,10.63.99.238,HUD._11hor_HiimoriHothon_ULN,41,2026-03-17T19:00:02,2026-03-17T19:31:45,Scheduled test,Low capacity,Test normal,46.8,-40.2,21.2,15.0,VRLA12v_LeadAcid
298212,10.63.99.238,HUD._11hor_HiimoriHothon_ULN,40,2026-03-14T19:00:03,2026-03-14T19:34:33,Scheduled test,Low capacity,Test normal,46.9,-37.4,21.5,19.0,VRLA12v_LeadAcid
239638,10.63.99.238,HUD._11hor_HiimoriHothon_ULN,39,2026-03-11T19:00:03,2026-03-11T19:33:04,Scheduled test,Low capacity,Test normal,47.4,-38.7,21.3,18.0,VRLA12v_LeadAcid
182388,10.63.99.238,HUD._11hor_HiimoriHothon_ULN,38,2026-03-08T19:00:02,2026-03-08T19:40:01,Scheduled test,Low capacity,Test normal,46.8,-33.9,22.6,17.0,VRLA12v_LeadAcid
17774,10.63.99.238,HUD._11hor_HiimoriHothon_ULN,37,2026-03-03T19:00:02,2026-03-03T19:37:07,Scheduled test,Low capacity,Test normal,46.9,-36.1,22.3,14.0,VRLA12v_LeadAcid
17738,10.63.99.238,HUD._11hor_HiimoriHothon_ULN,1,2026-02-28T19:00:02,2026-02-28T19:35:58,Scheduled test,Low capacity,Test normal,46.9,-35.9,21.5,15.0,VRLA12v_LeadAcid
