id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
660624,10.63.113.195,TUV.Sergelen_ByatshanHundlunAm_HoidUul_TPD,46,2026-03-31T19:00:01,2026-03-31T20:40:44,Scheduled test,Low voltage,Battery alm,44.8,-24.5,41.0,24.0,VRLA12v_LeadAcid
593803,10.63.113.195,TUV.Sergelen_ByatshanHundlunAm_HoidUul_TPD,45,2026-03-28T19:00:01,2026-03-28T20:40:25,Scheduled test,Low voltage,Battery alm,44.8,-25.4,42.3,21.0,VRLA12v_LeadAcid
528505,10.63.113.195,TUV.Sergelen_ByatshanHundlunAm_HoidUul_TPD,44,2026-03-25T19:00:00,2026-03-25T20:49:25,Scheduled test,Low voltage,Battery alm,44.8,-24.1,43.8,22.0,VRLA12v_LeadAcid
465022,10.63.113.195,TUV.Sergelen_ByatshanHundlunAm_HoidUul_TPD,43,2026-03-22T19:00:01,2026-03-22T20:48:13,Scheduled test,Low voltage,Battery alm,44.9,-25.2,45.3,30.0,VRLA12v_LeadAcid
382886,10.63.113.195,TUV.Sergelen_ByatshanHundlunAm_HoidUul_TPD,42,2026-03-19T19:00:00,2026-03-19T20:46:19,Scheduled test,Low voltage,Battery alm,44.9,-23.8,42.1,28.0,VRLA12v_LeadAcid
322481,10.63.113.195,TUV.Sergelen_ByatshanHundlunAm_HoidUul_TPD,41,2026-03-16T19:00:00,2026-03-16T20:30:42,Scheduled test,Low voltage,Battery alm,45.0,-25.1,37.7,17.0,VRLA12v_LeadAcid
263378,10.63.113.195,TUV.Sergelen_ByatshanHundlunAm_HoidUul_TPD,40,2026-03-13T19:00:00,2026-03-13T20:32:08,Scheduled test,Low voltage,Battery alm,44.6,-26.2,40.1,19.0,VRLA12v_LeadAcid
205567,10.63.113.195,TUV.Sergelen_ByatshanHundlunAm_HoidUul_TPD,39,2026-03-10T19:00:01,2026-03-10T20:52:33,Scheduled test,Low voltage,Battery alm,44.9,-25.3,47.2,33.0,VRLA12v_LeadAcid
149134,10.63.113.195,TUV.Sergelen_ByatshanHundlunAm_HoidUul_TPD,38,2026-03-07T19:00:00,2026-03-07T20:31:13,Scheduled test,Low voltage,Battery alm,45.0,-26.2,39.7,26.0,VRLA12v_LeadAcid
94079,10.63.113.195,TUV.Sergelen_ByatshanHundlunAm_HoidUul_TPD,37,2026-03-04T19:00:01,2026-03-04T20:26:34,Scheduled test,Low voltage,Battery alm,44.9,-25.2,36.2,20.0,VRLA12v_LeadAcid
