id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
700233,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,42,2026-04-01T19:00:01,2026-04-01T21:42:18,Scheduled test,Low capacity,Test normal,47.6,-72.0,194.7,26.0,ESMU_Lithium
632586,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,41,2026-03-29T19:00:01,2026-03-29T21:50:05,Scheduled test,Low capacity,Test normal,47.6,-68.1,192.8,25.0,ESMU_Lithium
566422,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,40,2026-03-26T19:00:00,2026-03-26T21:46:41,Scheduled test,Low capacity,Test normal,47.6,-69.6,193.4,26.0,ESMU_Lithium
501715,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,39,2026-03-23T19:00:00,2026-03-23T21:40:55,Scheduled test,Low capacity,Test normal,47.7,-72.6,194.7,28.0,ESMU_Lithium
439179,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,38,2026-03-20T19:00:01,2026-03-20T21:48:30,Scheduled test,Low capacity,Test normal,47.7,-68.4,192.1,25.0,ESMU_Lithium
239179,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,37,2026-03-11T19:00:01,2026-03-11T21:47:25,Scheduled test,Low capacity,Test normal,47.6,-69.3,193.3,27.0,ESMU_Lithium
17305,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,1,2025-11-06T19:00:01,2025-11-06T22:00:09,Scheduled test,Exceeded time limit,Test normal,47.9,-58.9,176.7,23.0,ESMU_Lithium
17306,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,2,2025-11-03T19:00:01,2025-11-03T22:00:08,Scheduled test,Exceeded time limit,Test normal,47.8,-60.6,181.8,23.0,ESMU_Lithium
17307,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,3,2025-10-31T19:00:00,2025-10-31T22:00:07,Scheduled test,Exceeded time limit,Test normal,47.9,-58.9,176.8,23.0,ESMU_Lithium
17308,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,4,2025-10-28T19:00:01,2025-10-28T22:00:07,Scheduled test,Exceeded time limit,Test normal,47.9,-56.2,168.7,22.0,ESMU_Lithium
17309,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,5,2025-10-15T19:00:00,2025-10-15T22:00:06,Scheduled test,Exceeded time limit,Test normal,47.8,-57.9,173.7,21.0,ESMU_Lithium
17310,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,6,2025-10-12T19:00:00,2025-10-12T22:00:07,Scheduled test,Exceeded time limit,Test normal,47.9,-58.4,175.1,23.0,ESMU_Lithium
17311,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,7,2025-10-09T19:00:01,2025-10-09T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.2,-58.3,174.9,27.0,ESMU_Lithium
17312,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,8,2025-10-06T19:00:01,2025-10-06T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.0,-59.1,177.4,24.0,ESMU_Lithium
17313,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,9,2025-10-03T19:00:01,2025-10-03T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.3,-58.6,175.7,28.0,ESMU_Lithium
17314,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,10,2025-09-30T19:00:01,2025-09-30T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.4,-57.6,172.8,30.0,ESMU_Lithium
17315,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,11,2025-09-27T19:00:00,2025-09-27T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.5,-57.5,172.6,31.0,ESMU_Lithium
17316,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,12,2025-09-24T19:00:01,2025-09-24T20:23:25,Scheduled test,Fault alarm,Abnormal end,48.9,-59.0,81.9,28.0,ESMU_Lithium
17317,10.63.96.98,BZD._13hor_Skytown2_MP23_ULN,13,2025-09-21T19:00:00,2025-09-21T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.4,-57.8,173.5,32.0,ESMU_Lithium
