id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
694406,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,42,2026-04-01T19:00:01,2026-04-01T22:59:57,Scheduled test,Low capacity,Test normal,48.3,-98.6,394.2,32.0,ESMU_Lithium
626882,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,41,2026-03-29T19:00:01,2026-03-29T23:08:51,Scheduled test,Low capacity,Test normal,48.3,-95.4,395.3,31.0,ESMU_Lithium
560839,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,40,2026-03-26T19:00:01,2026-03-26T23:16:13,Scheduled test,Low capacity,Test normal,48.3,-92.3,394.0,31.0,ESMU_Lithium
496247,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,39,2026-03-23T19:00:00,2026-03-23T23:08:19,Scheduled test,Low capacity,Test normal,48.4,-94.7,391.6,32.0,ESMU_Lithium
433828,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,38,2026-03-20T19:00:00,2026-03-20T23:07:28,Scheduled test,Low capacity,Test normal,48.2,-95.6,394.3,31.0,ESMU_Lithium
234165,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,37,2026-03-11T19:00:01,2026-03-11T23:04:22,Scheduled test,Low capacity,Test normal,48.3,-97.4,396.2,32.0,ESMU_Lithium
12575,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,1,2025-11-07T19:00:00,2025-11-07T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.6,-97.4,292.2,29.0,ESMU_Lithium
12576,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,2,2025-11-03T19:00:01,2025-11-03T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.6,-90.5,271.6,30.0,ESMU_Lithium
12577,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,3,2025-10-31T19:00:00,2025-10-31T22:00:07,Scheduled test,Exceeded time limit,Test normal,48.6,-94.3,283.0,29.0,ESMU_Lithium
12578,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,4,2025-10-28T19:00:00,2025-10-28T22:00:06,Scheduled test,Exceeded time limit,Test normal,48.6,-92.9,278.8,29.0,ESMU_Lithium
12579,10.63.6.194,BZD._14hor_SundayPlaza_ISS100_ULN,5,2025-10-14T19:00:01,2025-10-14T22:00:08,Scheduled test,Exceeded time limit,Test normal,48.6,-91.1,273.4,29.0,ESMU_Lithium
