id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
679855,10.61.145.76,UVS.Tes_Holboo_NMD110,39,2026-04-01T19:00:01,2026-04-01T20:51:40,Scheduled test,Low voltage,Test abnormal,45.9,-64.6,120.2,,UNKNOWN
612635,10.61.145.76,UVS.Tes_Holboo_NMD110,38,2026-03-29T19:00:00,2026-03-29T20:54:53,Scheduled test,Low voltage,Test abnormal,45.8,-61.8,118.3,,UNKNOWN
546932,10.61.145.76,UVS.Tes_Holboo_NMD110,37,2026-03-26T19:00:00,2026-03-26T20:52:43,Scheduled test,Low voltage,Test abnormal,45.8,-62.5,117.3,,UNKNOWN
503878,10.61.145.76,UVS.Tes_Holboo_NMD110,1,2026-03-23T19:00:00,2026-03-23T21:03:57,Scheduled test,Low voltage,Test abnormal,45.9,-62.6,129.4,,UNKNOWN
503879,10.61.145.76,UVS.Tes_Holboo_NMD110,2,2026-03-20T19:00:00,2026-03-20T20:56:34,Scheduled test,Low voltage,Test abnormal,46.0,-63.7,123.7,,UNKNOWN
503880,10.61.145.76,UVS.Tes_Holboo_NMD110,3,2026-03-17T19:00:00,2026-03-17T20:56:31,Scheduled test,Low voltage,Test abnormal,46.0,-63.6,123.5,,UNKNOWN
503881,10.61.145.76,UVS.Tes_Holboo_NMD110,4,2026-03-16T17:44:34,2026-03-16T17:49:36,Short test,Exceeded time limit,No result,49.3,-62.4,5.2,,UNKNOWN
503882,10.61.145.76,UVS.Tes_Holboo_NMD110,5,2026-03-14T19:00:00,2026-03-14T20:57:27,Scheduled test,Low voltage,Test abnormal,45.9,-63.2,123.7,,UNKNOWN
503883,10.61.145.76,UVS.Tes_Holboo_NMD110,6,2026-03-11T19:00:01,2026-03-11T20:58:42,Scheduled test,Low voltage,Test abnormal,46.0,-64.0,126.5,,UNKNOWN
503884,10.61.145.76,UVS.Tes_Holboo_NMD110,7,2026-03-08T19:00:01,2026-03-08T20:54:41,Scheduled test,Low voltage,Test abnormal,46.0,-63.9,122.1,,UNKNOWN
503885,10.61.145.76,UVS.Tes_Holboo_NMD110,8,2026-03-05T19:00:00,2026-03-05T20:52:21,Scheduled test,Low voltage,Test abnormal,45.8,-66.0,123.5,,UNKNOWN
503886,10.61.145.76,UVS.Tes_Holboo_NMD110,9,2026-03-02T19:00:01,2026-03-02T20:53:42,Scheduled test,Low voltage,Test abnormal,46.0,-66.8,126.5,,UNKNOWN
503887,10.61.145.76,UVS.Tes_Holboo_NMD110,10,2026-02-27T19:00:00,2026-02-27T20:41:40,Scheduled test,Low voltage,Test abnormal,45.8,-68.2,115.5,,UNKNOWN
503888,10.61.145.76,UVS.Tes_Holboo_NMD110,11,2026-02-24T19:00:00,2026-02-24T20:57:55,Scheduled test,Low voltage,Test abnormal,45.9,-67.4,132.5,,UNKNOWN
503889,10.61.145.76,UVS.Tes_Holboo_NMD110,12,2026-02-21T19:00:00,2026-02-21T21:09:51,Scheduled test,Low voltage,Test abnormal,46.0,-62.2,134.5,,UNKNOWN
