id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
691422,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,45,2026-04-01T19:00:00,2026-04-01T22:00:22,Scheduled test,Exceeded time limit,Test normal,48.3,-20.8,62.5,40.0,VRLA12v_LeadAcid
623960,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,44,2026-03-29T19:00:01,2026-03-29T22:00:25,Scheduled test,Exceeded time limit,Test normal,48.1,-20.8,62.5,32.0,VRLA12v_LeadAcid
557981,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,43,2026-03-26T19:00:00,2026-03-26T22:00:24,Scheduled test,Exceeded time limit,Test normal,48.2,-20.9,62.6,37.0,VRLA12v_LeadAcid
493488,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,42,2026-03-23T19:00:00,2026-03-23T22:00:24,Scheduled test,Exceeded time limit,Test normal,48.4,-20.0,60.0,36.0,VRLA12v_LeadAcid
431129,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,41,2026-03-20T19:00:00,2026-03-20T22:00:21,Scheduled test,Exceeded time limit,Test normal,47.9,-22.3,67.0,31.0,VRLA12v_LeadAcid
349734,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,40,2026-03-17T19:00:01,2026-03-17T22:00:25,Scheduled test,Exceeded time limit,Test normal,47.9,-20.7,62.2,28.0,VRLA12v_LeadAcid
290039,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,39,2026-03-14T19:00:01,2026-03-14T22:00:24,Scheduled test,Exceeded time limit,Test normal,48.2,-20.7,62.2,30.0,VRLA12v_LeadAcid
231638,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,38,2026-03-11T19:00:00,2026-03-11T22:00:25,Scheduled test,Exceeded time limit,Test normal,48.4,-20.7,62.0,36.0,VRLA12v_LeadAcid
174584,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,37,2026-03-08T19:00:01,2026-03-08T22:00:24,Scheduled test,Exceeded time limit,Test normal,46.6,-21.3,63.8,19.0,VRLA12v_LeadAcid
10183,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,1,2025-07-12T19:00:00,2025-07-12T22:00:23,Scheduled test,Exceeded time limit,Test normal,46.8,-29.1,87.2,41.0,VRLA12v_LeadAcid
10184,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,2,2025-07-09T19:00:01,2025-07-09T22:00:24,Scheduled test,Exceeded time limit,Test normal,47.6,-23.3,69.8,30.0,VRLA12v_LeadAcid
10185,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,3,2025-07-06T19:00:00,2025-07-06T22:00:21,Scheduled test,Exceeded time limit,Test normal,46.9,-25.8,77.5,32.0,VRLA12v_LeadAcid
10186,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,4,2025-07-03T19:00:01,2025-07-03T22:00:24,Scheduled test,Exceeded time limit,Test normal,47.4,-23.3,69.8,29.0,VRLA12v_LeadAcid
10187,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,5,2025-06-30T19:00:00,2025-06-30T22:00:22,Scheduled test,Exceeded time limit,Test normal,47.4,-23.2,69.5,32.0,VRLA12v_LeadAcid
10188,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,6,2025-06-27T19:00:01,2025-06-27T20:15:59,Scheduled test,Fault alarm,Abnormal end,49.4,-20.4,25.7,35.0,VRLA12v_LeadAcid
10189,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,7,2025-06-24T19:00:00,2025-06-24T20:39:15,Scheduled test,Fault alarm,Abnormal end,49.3,-19.7,32.5,33.0,VRLA12v_LeadAcid
10190,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,8,2025-06-21T19:00:00,2025-06-21T22:00:22,Scheduled test,Exceeded time limit,Test normal,48.0,-21.9,65.9,36.0,VRLA12v_LeadAcid
10191,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,9,2025-06-18T19:00:00,2025-06-18T22:00:24,Scheduled test,Exceeded time limit,Test normal,47.4,-23.1,69.3,29.0,VRLA12v_LeadAcid
10192,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,10,2025-06-15T19:00:01,2025-06-15T22:00:23,Scheduled test,Exceeded time limit,Test normal,48.0,-20.9,62.6,32.0,VRLA12v_LeadAcid
10193,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,11,2025-06-12T19:00:01,2025-06-12T22:00:23,Scheduled test,Exceeded time limit,Test normal,47.5,-22.1,66.3,32.0,VRLA12v_LeadAcid
10194,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,12,2025-06-09T19:00:00,2025-06-09T22:00:22,Scheduled test,Exceeded time limit,Test normal,48.0,-21.7,65.1,46.0,VRLA12v_LeadAcid
10195,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,13,2025-06-06T19:00:00,2025-06-06T22:00:22,Scheduled test,Exceeded time limit,Test normal,47.1,-23.1,69.3,42.0,VRLA12v_LeadAcid
10196,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,14,2025-06-03T19:00:01,2025-06-03T22:00:24,Scheduled test,Exceeded time limit,Test normal,48.0,-21.0,63.0,47.0,VRLA12v_LeadAcid
10197,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,15,2025-05-31T19:00:01,2025-05-31T22:00:23,Scheduled test,Exceeded time limit,Test normal,48.1,-20.9,62.7,38.0,VRLA12v_LeadAcid
10198,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,16,2025-05-28T19:00:01,2025-05-28T22:00:23,Scheduled test,Exceeded time limit,Test normal,47.5,-20.8,62.3,42.0,VRLA12v_LeadAcid
10199,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,17,2025-05-25T19:00:01,2025-05-25T22:00:22,Scheduled test,Exceeded time limit,Test normal,47.9,-21.0,63.1,46.0,VRLA12v_LeadAcid
10200,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,18,2025-05-22T19:00:01,2025-05-22T22:00:24,Scheduled test,Exceeded time limit,Test normal,47.5,-19.8,59.4,33.0,VRLA12v_LeadAcid
10201,10.63.44.194,BAH.Erdenetsogt_Shargaljuut_ISS100,19,2025-05-19T19:00:02,2025-05-19T22:00:24,Scheduled test,Exceeded time limit,Test normal,48.2,-19.3,57.8,48.0,VRLA12v_LeadAcid
