id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
676912,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,46,2026-03-31T19:00:02,2026-03-31T19:32:51,Scheduled test,Low capacity,Test normal,45.2,-22.3,12.2,23.0,VRLA12v_LeadAcid
609749,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,45,2026-03-28T19:00:03,2026-03-28T19:32:33,Scheduled test,Low capacity,Test normal,45.2,-21.8,11.8,23.0,VRLA12v_LeadAcid
544103,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,44,2026-03-25T19:00:02,2026-03-25T19:31:01,Scheduled test,Low capacity,Test normal,45.3,-23.5,12.1,23.0,VRLA12v_LeadAcid
480141,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,43,2026-03-22T19:00:02,2026-03-22T19:30:57,Scheduled test,Low capacity,Test normal,45.2,-23.3,12.0,24.0,VRLA12v_LeadAcid
397675,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,42,2026-03-19T19:00:02,2026-03-19T19:29:52,Scheduled test,Low capacity,Test normal,45.0,-25.0,12.4,23.0,VRLA12v_LeadAcid
336963,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,41,2026-03-16T19:00:03,2026-03-16T19:34:42,Scheduled test,Low capacity,Test normal,45.2,-22.8,13.2,23.0,VRLA12v_LeadAcid
277545,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,40,2026-03-13T19:00:02,2026-03-13T19:35:29,Scheduled test,Low capacity,Test normal,45.1,-23.6,14.0,22.0,VRLA12v_LeadAcid
219419,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,39,2026-03-10T19:00:03,2026-03-10T19:42:27,Scheduled test,Low capacity,Test normal,45.3,-24.5,17.3,23.0,VRLA12v_LeadAcid
162661,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,38,2026-03-07T19:00:03,2026-03-07T19:22:33,Scheduled test,Fault alarm,Abnormal end,47.0,-23.4,8.8,23.0,VRLA12v_LeadAcid
107272,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,37,2026-03-04T19:00:02,2026-03-04T19:21:39,Scheduled test,Low capacity,Test normal,45.5,-24.4,8.8,17.0,VRLA12v_LeadAcid
16795,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,1,2026-03-01T19:00:03,2026-03-01T19:12:46,Scheduled test,Fault alarm,Abnormal end,50.4,-22.6,4.8,23.0,VRLA12v_LeadAcid
16796,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,2,2026-02-26T19:00:02,2026-02-26T19:23:07,Scheduled test,Low capacity,Test normal,45.1,-22.8,8.8,19.0,VRLA12v_LeadAcid
16797,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,3,2026-02-23T19:00:03,2026-02-23T19:23:20,Scheduled test,Low capacity,Test normal,45.2,-22.8,8.8,22.0,VRLA12v_LeadAcid
16798,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,4,2026-02-20T19:00:02,2026-02-20T19:23:53,Scheduled test,Low capacity,Test normal,45.3,-22.6,9.0,23.0,VRLA12v_LeadAcid
16799,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,5,2026-02-17T19:00:02,2026-02-17T19:15:37,Scheduled test,Fault alarm,Abnormal end,50.4,-24.5,6.3,22.0,VRLA12v_LeadAcid
16800,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,6,2026-02-14T19:00:03,2026-02-14T19:25:37,Scheduled test,Low capacity,Test normal,45.0,-24.9,10.6,19.0,VRLA12v_LeadAcid
16801,10.63.93.18,UMG.Gurvantes_4bag_TsohionUs_2_200Toot,7,2026-02-11T19:00:02,2026-02-11T19:29:46,Scheduled test,Low capacity,Test normal,45.1,-23.1,11.4,22.0,VRLA12v_LeadAcid
