id,ip,location,test_no,start_time,end_time,test_type,stop_reason,test_result,end_voltage,avg_current,capacity,temperature,batt_type
654942,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,46,2026-03-30T19:00:01,2026-03-30T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.2,24.7,20.0,ESMU_Lithium
588272,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,45,2026-03-27T19:00:01,2026-03-27T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.2,24.7,20.0,ESMU_Lithium
523090,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,44,2026-03-24T19:00:00,2026-03-24T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.8,20.0,ESMU_Lithium
459840,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,43,2026-03-21T19:00:00,2026-03-21T22:00:06,Scheduled test,Exceeded time limit,Test normal,49.6,-8.2,24.6,20.0,ESMU_Lithium
377819,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,42,2026-03-18T19:00:01,2026-03-18T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.9,20.0,ESMU_Lithium
317523,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,41,2026-03-15T19:00:02,2026-03-15T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.2,24.5,20.0,ESMU_Lithium
258531,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,40,2026-03-12T19:00:01,2026-03-12T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.9,20.0,ESMU_Lithium
200837,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,39,2026-03-09T19:00:01,2026-03-09T22:00:09,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.1,20.0,ESMU_Lithium
144514,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,38,2026-03-06T19:00:01,2026-03-06T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.5,25.6,20.0,ESMU_Lithium
17304,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,37,2026-03-03T19:00:00,2026-03-03T22:00:06,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.8,20.0,ESMU_Lithium
17268,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,1,2026-02-28T19:00:01,2026-02-28T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.2,24.6,20.0,ESMU_Lithium
17269,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,2,2026-02-25T19:00:00,2026-02-25T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,25.0,21.0,ESMU_Lithium
17270,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,3,2026-02-22T19:00:01,2026-02-22T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.2,24.5,21.0,ESMU_Lithium
17271,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,4,2026-02-19T19:00:01,2026-02-19T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.1,24.4,20.0,ESMU_Lithium
17272,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,5,2026-02-16T19:00:01,2026-02-16T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,25.0,20.0,ESMU_Lithium
17273,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,6,2026-02-13T19:00:01,2026-02-13T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.3,20.0,ESMU_Lithium
17274,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,7,2026-02-10T19:00:00,2026-02-10T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,25.0,20.0,ESMU_Lithium
17275,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,8,2026-02-07T19:00:00,2026-02-07T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.3,20.0,ESMU_Lithium
17276,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,9,2026-02-04T19:00:00,2026-02-04T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.2,20.0,ESMU_Lithium
17277,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,10,2026-02-01T19:00:00,2026-02-01T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.8,20.0,ESMU_Lithium
17278,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,11,2026-01-29T19:00:00,2026-01-29T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.1,20.0,ESMU_Lithium
17279,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,12,2026-01-26T19:00:02,2026-01-26T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.1,20.0,ESMU_Lithium
17280,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,13,2026-01-23T19:00:01,2026-01-23T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.1,21.0,ESMU_Lithium
17281,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,14,2026-01-20T19:00:00,2026-01-20T20:22:24,Scheduled test,Fault alarm,Abnormal end,49.6,-8.4,11.5,19.0,ESMU_Lithium
17282,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,15,2026-01-17T19:00:01,2026-01-17T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.9,19.0,ESMU_Lithium
17283,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,16,2026-01-14T19:00:01,2026-01-14T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.1,20.0,ESMU_Lithium
17284,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,17,2026-01-11T19:00:00,2026-01-11T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.2,24.7,20.0,ESMU_Lithium
17285,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,18,2026-01-08T19:00:01,2026-01-08T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.5,25.4,20.0,ESMU_Lithium
17286,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,19,2026-01-05T19:00:00,2026-01-05T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,25.0,20.0,ESMU_Lithium
17287,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,20,2026-01-02T19:00:00,2026-01-02T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.9,20.0,ESMU_Lithium
17288,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,21,2025-12-30T19:00:01,2025-12-30T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.9,20.0,ESMU_Lithium
17289,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,22,2025-12-27T19:00:00,2025-12-27T22:00:06,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,25.0,19.0,ESMU_Lithium
17290,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,23,2025-12-24T19:00:01,2025-12-24T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.9,19.0,ESMU_Lithium
17291,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,24,2025-12-21T19:00:00,2025-12-21T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.2,24.6,19.0,ESMU_Lithium
17292,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,25,2025-12-18T19:00:01,2025-12-18T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.6,25.7,19.0,ESMU_Lithium
17293,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,26,2025-12-15T19:00:01,2025-12-15T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.3,20.0,ESMU_Lithium
17294,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,27,2025-12-12T19:00:00,2025-12-12T22:00:06,Scheduled test,Exceeded time limit,Test normal,49.6,-8.6,25.7,19.0,ESMU_Lithium
17295,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,28,2025-12-09T19:00:01,2025-12-09T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.3,19.0,ESMU_Lithium
17296,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,29,2025-12-06T19:00:00,2025-12-06T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.8,19.0,ESMU_Lithium
17297,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,30,2025-12-03T19:00:00,2025-12-03T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.2,19.0,ESMU_Lithium
17298,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,31,2025-11-30T19:00:01,2025-11-30T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.2,24.7,19.0,ESMU_Lithium
17299,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,32,2025-11-27T19:00:00,2025-11-27T22:00:08,Scheduled test,Exceeded time limit,Test normal,49.6,-8.3,24.9,19.0,ESMU_Lithium
17300,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,33,2025-11-24T19:00:00,2025-11-24T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.1,19.0,ESMU_Lithium
17301,10.63.96.66,SBD._1hor_EcoInternationalTower_MP23_ULN,34,2025-11-21T19:00:00,2025-11-21T22:00:07,Scheduled test,Exceeded time limit,Test normal,49.6,-8.4,25.1,20.0,ESMU_Lithium
