id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp
19277,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,456,2026-03-10T19:00:01,2026-03-10T20:38:08,98,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,66.0,87.0,0.0,0.0,54.4,54.4,0.0,0.0,45.4,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,7.0
19200,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,455,2026-03-08T19:00:01,2026-03-08T20:31:41,91,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,68.0,88.0,0.0,0.0,54.4,54.4,0.0,0.0,45.4,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,3.0
19061,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,454,2026-03-06T19:00:01,2026-03-06T20:29:20,89,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,69.0,88.0,0.0,0.0,54.5,54.5,0.0,0.0,45.4,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,0.0
19000,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,453,2026-03-04T19:00:01,2026-03-04T20:28:27,88,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,69.0,89.0,0.0,0.0,54.5,54.5,0.0,0.0,45.4,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,-1.0
18939,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,452,2026-03-02T19:00:01,2026-03-02T20:29:38,89,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,69.0,89.0,0.0,0.0,54.6,54.6,0.0,0.0,45.3,45.4,0.0,0.0,,,,,,,,,LEAD_ACID,0.0
18878,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,451,2026-02-28T19:00:01,2026-02-28T20:28:40,88,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,69.0,90.0,0.0,0.0,54.7,54.7,0.0,0.0,45.4,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,-2.0
18826,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,450,2026-02-26T20:00:00,2026-02-26T21:20:33,80,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,71.0,91.0,0.0,0.0,55.0,54.9,0.0,0.0,46.5,46.5,0.0,0.0,,,,,,,,,LEAD_ACID,
1494,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,449,2026-02-24T20:00:01,2026-02-24T21:22:55,82,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,71.0,91.0,0.0,0.0,54.7,54.7,0.0,0.0,46.5,46.4,0.0,0.0,,,,,,,,,LEAD_ACID,
1495,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,448,2026-02-22T20:00:00,2026-02-22T21:21:25,81,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,70.0,88.0,0.0,0.0,54.6,54.6,0.0,0.0,46.3,46.3,0.0,0.0,,,,,,,,,LEAD_ACID,
1496,10.61.49.180,SEL.Orhon_BelenDalai_Unitel,447,2026-02-20T20:00:01,2026-02-20T21:16:24,76,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,70.0,88.0,0.0,0.0,54.2,54.2,0.0,0.0,46.5,46.4,0.0,0.0,,,,,,,,,LEAD_ACID,
