id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp
19353,10.63.113.34,BZD._16hor_66B_ConfortMGLSUH_ISS100_ULN,446,2026-03-12T19:00:01,2026-03-12T19:25:38,25,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,87.0,87.0,0.0,0.0,53.9,53.9,0.0,0.0,45.6,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,25.0
19279,10.63.113.34,BZD._16hor_66B_ConfortMGLSUH_ISS100_ULN,445,2026-03-10T19:00:01,2026-03-10T19:25:54,25,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,87.0,87.0,0.0,0.0,53.8,53.8,0.0,0.0,45.6,45.6,0.0,0.0,,,,,,,,,LEAD_ACID,25.0
19202,10.63.113.34,BZD._16hor_66B_ConfortMGLSUH_ISS100_ULN,444,2026-03-08T19:00:01,2026-03-08T19:24:46,24,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,87.0,87.0,0.0,0.0,53.3,53.2,0.0,0.0,45.8,45.7,0.0,0.0,,,,,,,,,LEAD_ACID,23.0
19063,10.63.113.34,BZD._16hor_66B_ConfortMGLSUH_ISS100_ULN,443,2026-03-06T19:00:00,2026-03-06T19:24:02,24,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,87.0,87.0,0.0,0.0,54.5,54.5,0.0,0.0,45.2,45.4,0.0,0.0,,,,,,,,,LEAD_ACID,20.0
19002,10.63.113.34,BZD._16hor_66B_ConfortMGLSUH_ISS100_ULN,442,2026-03-04T19:00:01,2026-03-04T19:21:39,21,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,88.0,88.0,0.0,0.0,54.5,54.5,0.0,0.0,45.3,45.4,0.0,0.0,,,,,,,,,LEAD_ACID,18.0
18941,10.63.113.34,BZD._16hor_66B_ConfortMGLSUH_ISS100_ULN,441,2026-03-02T19:00:01,2026-03-02T19:24:47,24,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,86.0,87.0,0.0,0.0,54.1,54.0,0.0,0.0,45.4,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,18.0
18880,10.63.113.34,BZD._16hor_66B_ConfortMGLSUH_ISS100_ULN,440,2026-02-28T19:00:00,2026-02-28T19:26:10,26,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,86.0,87.0,0.0,0.0,53.8,53.7,0.0,0.0,45.5,45.6,0.0,0.0,,,,,,,,,LEAD_ACID,20.0
18828,10.63.113.34,BZD._16hor_66B_ConfortMGLSUH_ISS100_ULN,439,2026-02-26T19:00:01,2026-02-26T19:25:21,25,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,86.0,86.0,0.0,0.0,53.7,53.6,0.0,0.0,45.6,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,18.0
3271,10.63.113.34,BZD._16hor_66B_ConfortMGLSUH_ISS100_ULN,438,2026-02-24T20:00:01,2026-02-24T20:23:27,23,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,86.0,86.0,0.0,0.0,54.4,54.3,0.0,0.0,45.6,45.4,0.0,0.0,,,,,,,,,LEAD_ACID,
3272,10.63.113.34,BZD._16hor_66B_ConfortMGLSUH_ISS100_ULN,437,2026-02-22T20:00:01,2026-02-22T20:23:02,23,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,86.0,87.0,0.0,0.0,54.4,54.4,0.0,0.0,45.5,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,
