id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp
6511,10.63.48.235,GOA._Tonhil_Holboo_NMD40,442,2/25/26 20:00,2/25/26 20:47,47,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.7,54.7,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6512,10.63.48.235,GOA._Tonhil_Holboo_NMD40,441,2/23/26 20:00,2/23/26 20:49,49,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.5,54.5,0,0,46.3,46.3,0,0,,,,,,,,,LEAD_ACID,
6513,10.63.48.235,GOA._Tonhil_Holboo_NMD40,440,2/21/26 20:00,2/21/26 20:49,49,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.5,54.5,0,0,46.3,46.3,0,0,,,,,,,,,LEAD_ACID,
6514,10.63.48.235,GOA._Tonhil_Holboo_NMD40,439,2/19/26 20:00,2/19/26 20:48,48,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.7,54.7,0,0,46.3,46.3,0,0,,,,,,,,,LEAD_ACID,
6515,10.63.48.235,GOA._Tonhil_Holboo_NMD40,438,2/17/26 20:00,2/17/26 20:47,47,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.5,54.5,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6516,10.63.48.235,GOA._Tonhil_Holboo_NMD40,437,2/15/26 20:00,2/15/26 20:45,45,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.6,54.7,0,0,46.3,46.3,0,0,,,,,,,,,LEAD_ACID,
6517,10.63.48.235,GOA._Tonhil_Holboo_NMD40,436,2/13/26 20:00,2/13/26 20:46,46,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.4,54.9,0,0,46.3,46.3,0,0,,,,,,,,,LEAD_ACID,
6518,10.63.48.235,GOA._Tonhil_Holboo_NMD40,435,2/11/26 20:00,2/11/26 20:47,47,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.4,54.5,0,0,46.4,46.3,0,0,,,,,,,,,LEAD_ACID,
6519,10.63.48.235,GOA._Tonhil_Holboo_NMD40,434,2/9/26 20:00,2/9/26 20:46,46,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.5,54.5,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6520,10.63.48.235,GOA._Tonhil_Holboo_NMD40,433,2/7/26 20:00,2/7/26 20:47,47,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.6,54.7,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6521,10.63.48.235,GOA._Tonhil_Holboo_NMD40,432,2/5/26 20:00,2/5/26 20:47,47,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.9,54.9,0,0,46.2,46.3,0,0,,,,,,,,,LEAD_ACID,
6522,10.63.48.235,GOA._Tonhil_Holboo_NMD40,431,2/3/26 20:00,2/3/26 20:45,45,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.5,54.6,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6523,10.63.48.235,GOA._Tonhil_Holboo_NMD40,430,2/1/26 20:00,2/1/26 20:46,46,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.5,54.5,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6524,10.63.48.235,GOA._Tonhil_Holboo_NMD40,429,1/30/26 20:00,1/30/26 20:45,45,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.6,54.6,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6525,10.63.48.235,GOA._Tonhil_Holboo_NMD40,428,1/28/26 20:00,1/28/26 20:48,48,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.5,54.5,0,0,46.3,46.3,0,0,,,,,,,,,LEAD_ACID,
6526,10.63.48.235,GOA._Tonhil_Holboo_NMD40,427,1/26/26 20:00,1/26/26 20:46,46,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.8,54.7,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6527,10.63.48.235,GOA._Tonhil_Holboo_NMD40,426,1/24/26 20:00,1/24/26 20:48,48,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,55,55.1,0,0,46.2,46.2,0,0,,,,,,,,,LEAD_ACID,
6528,10.63.48.235,GOA._Tonhil_Holboo_NMD40,425,1/22/26 20:00,1/22/26 20:50,50,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,92,0,0,54.4,54.5,0,0,46.5,46.5,0,0,,,,,,,,,LEAD_ACID,
6529,10.63.48.235,GOA._Tonhil_Holboo_NMD40,424,1/20/26 20:00,1/20/26 20:48,48,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,93,93,0,0,54.7,54.7,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6530,10.63.48.235,GOA._Tonhil_Holboo_NMD40,423,1/18/26 20:00,1/18/26 20:48,48,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,93,93,0,0,54.9,54.9,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6531,10.63.48.235,GOA._Tonhil_Holboo_NMD40,422,1/16/26 20:00,1/16/26 20:50,50,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,93,93,0,0,55.1,55.1,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6532,10.63.48.235,GOA._Tonhil_Holboo_NMD40,421,1/14/26 20:00,1/14/26 20:48,48,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,92,0,0,54.5,54.5,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6533,10.63.48.235,GOA._Tonhil_Holboo_NMD40,420,1/12/26 20:00,1/12/26 20:49,49,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,92,0,0,54.6,54.6,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6534,10.63.48.235,GOA._Tonhil_Holboo_NMD40,419,1/10/26 20:00,1/10/26 20:49,49,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,92,0,0,54.5,54.6,0,0,46.3,46.3,0,0,,,,,,,,,LEAD_ACID,
6535,10.63.48.235,GOA._Tonhil_Holboo_NMD40,418,1/8/26 20:00,1/8/26 20:52,52,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,93,92,0,0,55.2,55.2,0,0,46.3,46.5,0,0,,,,,,,,,LEAD_ACID,
6536,10.63.48.235,GOA._Tonhil_Holboo_NMD40,417,1/6/26 20:00,1/6/26 20:50,50,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.5,54.5,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6537,10.63.48.235,GOA._Tonhil_Holboo_NMD40,416,1/4/26 20:00,1/4/26 20:49,49,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,92,0,0,54.4,54.4,0,0,46.3,46.3,0,0,,,,,,,,,LEAD_ACID,
6538,10.63.48.235,GOA._Tonhil_Holboo_NMD40,415,1/2/26 20:00,1/2/26 20:50,50,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.9,54.9,0,0,46.3,46.3,0,0,,,,,,,,,LEAD_ACID,
6539,10.63.48.235,GOA._Tonhil_Holboo_NMD40,414,12/31/25 20:00,12/31/25 20:51,51,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.7,54.6,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6540,10.63.48.235,GOA._Tonhil_Holboo_NMD40,413,12/29/25 20:00,12/29/25 20:49,49,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.6,54.7,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6541,10.63.48.235,GOA._Tonhil_Holboo_NMD40,412,12/27/25 20:00,12/27/25 20:48,48,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.8,54.9,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6542,10.63.48.235,GOA._Tonhil_Holboo_NMD40,411,12/25/25 20:00,12/25/25 20:50,50,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.5,54.4,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6543,10.63.48.235,GOA._Tonhil_Holboo_NMD40,410,12/23/25 20:00,12/23/25 20:52,52,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.4,54.5,0,0,46.4,46.5,0,0,,,,,,,,,LEAD_ACID,
6544,10.63.48.235,GOA._Tonhil_Holboo_NMD40,409,12/21/25 20:00,12/21/25 20:51,51,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.4,54.4,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6545,10.63.48.235,GOA._Tonhil_Holboo_NMD40,408,12/19/25 20:00,12/19/25 20:50,50,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.8,54.8,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6546,10.63.48.235,GOA._Tonhil_Holboo_NMD40,407,12/17/25 20:00,12/17/25 20:51,51,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.4,54.4,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6547,10.63.48.235,GOA._Tonhil_Holboo_NMD40,406,12/15/25 20:00,12/15/25 20:52,52,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.3,54.3,0,0,46.5,46.4,0,0,,,,,,,,,LEAD_ACID,
6548,10.63.48.235,GOA._Tonhil_Holboo_NMD40,405,12/13/25 20:00,12/13/25 20:52,52,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.4,54.5,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6549,10.63.48.235,GOA._Tonhil_Holboo_NMD40,404,12/11/25 20:00,12/11/25 20:51,51,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,92,0,0,54.8,54.8,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6550,10.63.48.235,GOA._Tonhil_Holboo_NMD40,403,12/9/25 20:00,12/9/25 20:50,50,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,92,92,0,0,54.3,54.4,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6551,10.63.48.235,GOA._Tonhil_Holboo_NMD40,402,12/7/25 20:00,12/7/25 20:51,51,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,92,0,0,54.3,54.4,0,0,46.3,46.3,0,0,,,,,,,,,LEAD_ACID,
6552,10.63.48.235,GOA._Tonhil_Holboo_NMD40,401,12/5/25 20:00,12/5/25 20:48,48,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,92,0,0,54.5,54.5,0,0,46.3,46.4,0,0,,,,,,,,,LEAD_ACID,
6553,10.63.48.235,GOA._Tonhil_Holboo_NMD40,400,12/3/25 20:00,12/3/25 20:52,52,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,92,0,0,54.4,54.5,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6554,10.63.48.235,GOA._Tonhil_Holboo_NMD40,399,12/1/25 20:00,12/1/25 20:53,53,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,91,0,0,54.4,54.9,0,0,46.4,46.4,0,0,,,,,,,,,LEAD_ACID,
6555,10.63.48.235,GOA._Tonhil_Holboo_NMD40,398,11/29/25 20:00,11/29/25 20:55,55,SCHEDULED,BATTERY_VOLTAGE,100,100,0,0,91,92,0,0,54.8,54.8,0,0,46.5,46.6,0,0,,,,,,,,,LEAD_ACID,
