id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp
19321,10.63.151.234,SUH.Suhbaatar_MHSuljee_ID150,176,2026-03-11T19:00:01,2026-03-11T22:00:02,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,73.0,69.0,0.0,0.0,53.5,53.5,0.0,0.0,49.6,49.7,0.0,0.0,,,,,,,,,LEAD_ACID,
19246,10.63.151.234,SUH.Suhbaatar_MHSuljee_ID150,175,2026-03-09T19:00:01,2026-03-09T22:00:02,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,70.0,67.0,0.0,0.0,53.5,53.6,0.0,0.0,49.5,49.5,0.0,0.0,,,,,,,,,LEAD_ACID,
19168,10.63.151.234,SUH.Suhbaatar_MHSuljee_ID150,174,2026-03-07T19:00:01,2026-03-07T22:00:02,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,70.0,64.0,0.0,0.0,53.5,53.6,0.0,0.0,48.9,48.9,0.0,0.0,,,,,,,,,LEAD_ACID,
19035,10.63.151.234,SUH.Suhbaatar_MHSuljee_ID150,173,2026-03-05T19:00:01,2026-03-05T22:00:02,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,72.0,65.0,0.0,0.0,54.2,54.2,0.0,0.0,49.0,49.1,0.0,0.0,,,,,,,,,LEAD_ACID,
18974,10.63.151.234,SUH.Suhbaatar_MHSuljee_ID150,172,2026-03-03T19:00:01,2026-03-03T22:00:02,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,68.0,63.0,0.0,0.0,53.7,53.7,0.0,0.0,48.9,48.9,0.0,0.0,,,,,,,,,LEAD_ACID,
18913,10.63.151.234,SUH.Suhbaatar_MHSuljee_ID150,171,2026-03-01T19:00:01,2026-03-01T22:00:02,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,69.0,65.0,0.0,0.0,54.1,54.2,0.0,0.0,49.1,49.1,0.0,0.0,,,,,,,,,LEAD_ACID,
18861,10.63.151.234,SUH.Suhbaatar_MHSuljee_ID150,170,2026-02-27T19:00:01,2026-02-27T22:00:02,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,70.0,65.0,0.0,0.0,53.8,53.9,0.0,0.0,48.9,48.9,0.0,0.0,,,,,,,,,LEAD_ACID,
3710,10.63.151.234,SUH.Suhbaatar_MHSuljee_ID150,169,2026-02-25T19:00:01,2026-02-25T22:00:44,180,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,68.0,65.0,0.0,0.0,53.8,53.8,0.0,0.0,49.0,49.1,0.0,0.0,,,,,,,,,LEAD_ACID,
3711,10.63.151.234,SUH.Suhbaatar_MHSuljee_ID150,168,2026-02-23T19:00:01,2026-02-23T22:02:07,182,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,67.0,65.0,0.0,0.0,54.4,54.5,0.0,0.0,49.1,49.1,0.0,0.0,,,,,,,,,LEAD_ACID,
3712,10.63.151.234,SUH.Suhbaatar_MHSuljee_ID150,167,2026-02-21T19:00:01,2026-02-21T21:53:24,173,SCHEDULED,POWER_OFF,100.0,100.0,0.0,0.0,71.0,68.0,0.0,0.0,53.7,53.7,0.0,0.0,49.3,49.4,0.0,0.0,,,,,,,,,LEAD_ACID,
