id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp,avg_current
20107,10.63.46.226,ZAV.Uliastai_ElitApartment_ID150,18,2026-04-01T19:00:01,2026-04-01T21:46:17,166,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,74.0,61.0,0.0,0.0,53.1,53.1,0.0,0.0,49.9,49.9,0.0,0.0,,,,,,,,,LEAD_ACID,,33.5
20038,10.63.46.226,ZAV.Uliastai_ElitApartment_ID150,17,2026-03-30T19:00:01,2026-03-30T21:57:06,177,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,74.0,61.0,0.0,0.0,53.4,53.4,0.0,0.0,50.0,50.0,0.0,0.0,,,,,,,,,LEAD_ACID,,29.5
19964,10.63.46.226,ZAV.Uliastai_ElitApartment_ID150,16,2026-03-28T19:00:01,2026-03-28T21:55:04,175,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,74.0,61.0,0.0,0.0,53.1,53.1,0.0,0.0,50.0,50.0,0.0,0.0,,,,,,,,,LEAD_ACID,,
19890,10.63.46.226,ZAV.Uliastai_ElitApartment_ID150,15,2026-03-26T19:00:01,2026-03-26T21:53:50,173,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,73.0,61.0,0.0,0.0,53.1,53.2,0.0,0.0,50.0,50.1,0.0,0.0,,,,,,,,,LEAD_ACID,,31.8
19813,10.63.46.226,ZAV.Uliastai_ElitApartment_ID150,14,2026-03-24T19:00:01,2026-03-24T21:44:59,164,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,70.0,61.0,0.0,0.0,53.1,53.1,0.0,0.0,49.7,49.8,0.0,0.0,,,,,,,,,LEAD_ACID,,32.6
19738,10.63.46.226,ZAV.Uliastai_ElitApartment_ID150,13,2026-03-22T19:00:01,2026-03-22T22:00:02,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,65.0,64.0,0.0,0.0,53.0,53.1,0.0,0.0,49.2,49.3,0.0,0.0,,,,,,,,,LEAD_ACID,,
19663,10.63.46.226,ZAV.Uliastai_ElitApartment_ID150,12,2026-03-20T19:00:01,2026-03-20T22:00:02,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,62.0,61.0,0.0,0.0,53.0,53.0,0.0,0.0,48.8,49.0,0.0,0.0,,,,,,,,,LEAD_ACID,,
19587,10.63.46.226,ZAV.Uliastai_ElitApartment_ID150,11,2026-03-18T19:00:01,2026-03-18T22:00:02,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,63.0,62.0,0.0,0.0,53.1,53.1,0.0,0.0,48.6,48.7,0.0,0.0,,,,,,,,,LEAD_ACID,,
19511,10.63.46.226,ZAV.Uliastai_ElitApartment_ID150,10,2026-03-16T19:00:01,2026-03-16T22:00:03,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,64.0,64.0,0.0,0.0,53.3,53.3,0.0,0.0,49.0,49.1,0.0,0.0,,,,,,,,,LEAD_ACID,,
19436,10.63.46.226,ZAV.Uliastai_ElitApartment_ID150,9,2026-03-14T19:00:01,2026-03-14T22:00:03,180,SCHEDULED,MAX_TIME,100.0,100.0,0.0,0.0,63.0,63.0,0.0,0.0,53.2,53.3,0.0,0.0,49.0,49.1,0.0,0.0,,,,,,,,,LEAD_ACID,,
