id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp,avg_current
20071,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,253,2026-03-31T20:32:56,2026-03-31T22:15:31,102,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,66.0,0.0,0.0,53.0,53.0,0.0,0.0,47.9,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,27.0,72.4
20000,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,252,2026-03-29T20:18:51,2026-03-29T21:59:22,100,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,66.0,0.0,0.0,52.2,52.3,0.0,0.0,47.9,47.9,0.0,0.0,,,,,,,,,LEAD_ACID,27.0,
19926,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,251,2026-03-27T19:49:19,2026-03-27T20:52:54,63,SCHEDULED,BATTERY_CAPACITY,87.0,100.0,0.0,0.0,61.0,76.0,0.0,0.0,53.0,53.0,0.0,0.0,48.3,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,,76.5
19850,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,250,2026-03-25T21:48:32,2026-03-25T23:20:03,91,SCHEDULED,BATTERY_CAPACITY,92.0,100.0,0.0,0.0,61.0,72.0,0.0,0.0,52.4,52.4,0.0,0.0,48.5,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,28.0,68.2
19819,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,249,2026-03-23T22:53:45,2026-03-24T00:28:50,95,SCHEDULED,BATTERY_CAPACITY,91.0,91.0,0.0,0.0,61.0,64.0,0.0,0.0,52.5,52.6,0.0,0.0,48.4,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,,75.3
19701,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,248,2026-03-21T22:16:43,2026-03-21T23:58:14,101,SCHEDULED,BATTERY_CAPACITY,93.0,92.0,0.0,0.0,61.0,62.0,0.0,0.0,52.5,52.6,0.0,0.0,48.4,48.5,0.0,0.0,,,,,,,,,LEAD_ACID,,
19624,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,247,2026-03-19T22:01:36,2026-03-20T00:08:59,127,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,64.0,0.0,0.0,53.0,53.0,0.0,0.0,48.3,48.3,0.0,0.0,,,,,,,,,LEAD_ACID,,
19548,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,246,2026-03-17T21:27:46,2026-03-17T23:24:00,116,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,65.0,0.0,0.0,52.5,52.6,0.0,0.0,48.1,48.1,0.0,0.0,,,,,,,,,LEAD_ACID,27.0,
19474,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,245,2026-03-15T21:46:13,2026-03-15T23:41:56,115,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,64.0,0.0,0.0,52.6,52.6,0.0,0.0,48.1,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,22.0,
19442,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,244,2026-03-13T22:54:01,2026-03-14T01:04:17,130,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,64.0,0.0,0.0,52.9,52.9,0.0,0.0,48.3,48.4,0.0,0.0,,,,,,,,,LEAD_ACID,,
19324,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,243,2026-03-11T21:41:34,2026-03-11T23:52:36,131,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,61.0,0.0,0.0,53.0,53.1,0.0,0.0,48.5,48.6,0.0,0.0,,,,,,,,,LEAD_ACID,22.0,
19249,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,242,2026-03-09T19:00:05,2026-03-09T20:40:54,100,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,63.0,0.0,0.0,52.9,52.9,0.0,0.0,48.2,48.2,0.0,0.0,,,,,,,,,LEAD_ACID,23.0,
19171,10.63.69.228,SHD._20hor_10bair_MongolHyundai_NMD110_ULN,241,2026-03-07T20:14:38,2026-03-07T21:58:28,103,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,62.0,61.0,0.0,0.0,53.1,53.1,0.0,0.0,47.7,47.7,0.0,0.0,,,,,,,,,LEAD_ACID,12.0,
