id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp,avg_current
20118,10.63.36.34,SEL.Eruu_Mobi,460,2026-04-01T20:00:01,2026-04-01T20:19:27,19,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,85.0,98.0,0.0,0.0,53.41,53.32,0.0,0.0,46.26,46.27,0.0,0.0,,,,,,,,,LEAD_ACID,,77.0
20050,10.63.36.34,SEL.Eruu_Mobi,459,2026-03-30T20:00:01,2026-03-30T20:18:36,19,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,85.0,98.0,0.0,0.0,53.71,53.67,0.0,0.0,46.33,46.23,0.0,0.0,,,,,,,,,LEAD_ACID,,71.5
19978,10.63.36.34,SEL.Eruu_Mobi,458,2026-03-28T20:00:01,2026-03-28T20:17:58,18,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,86.0,98.0,0.0,0.0,53.72,53.67,0.0,0.0,46.54,46.4,0.0,0.0,,,,,,,,,LEAD_ACID,,
19905,10.63.36.34,SEL.Eruu_Mobi,457,2026-03-26T20:00:01,2026-03-26T20:16:50,17,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,87.0,98.0,0.0,0.0,53.72,53.67,0.0,0.0,46.51,46.42,0.0,0.0,,,,,,,,,LEAD_ACID,,73.8
19830,10.63.36.34,SEL.Eruu_Mobi,456,2026-03-24T20:00:01,2026-03-24T20:15:23,15,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,88.0,99.0,0.0,0.0,53.68,53.65,0.0,0.0,46.33,46.17,0.0,0.0,,,,,,,,,LEAD_ACID,,72.5
19754,10.63.36.34,SEL.Eruu_Mobi,455,2026-03-22T20:00:00,2026-03-22T20:12:51,13,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,89.0,99.0,0.0,0.0,53.6,53.54,0.0,0.0,46.36,46.29,0.0,0.0,,,,,,,,,LEAD_ACID,,
19679,10.63.36.34,SEL.Eruu_Mobi,454,2026-03-20T20:00:02,2026-03-20T20:12:54,13,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,89.0,99.0,0.0,0.0,53.0,52.93,0.0,0.0,46.22,46.04,0.0,0.0,,,,,,,,,LEAD_ACID,,
19603,10.63.36.34,SEL.Eruu_Mobi,453,2026-03-18T20:00:01,2026-03-18T20:11:16,11,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,90.0,99.0,0.0,0.0,54.41,54.26,0.0,0.0,46.45,46.31,0.0,0.0,,,,,,,,,LEAD_ACID,,
19526,10.63.36.34,SEL.Eruu_Mobi,452,2026-03-16T20:00:00,2026-03-16T20:11:42,12,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,90.0,99.0,0.0,0.0,54.45,54.37,0.0,0.0,46.42,46.29,0.0,0.0,,,,,,,,,LEAD_ACID,,
19453,10.63.36.34,SEL.Eruu_Mobi,451,2026-03-14T20:00:01,2026-03-14T20:10:15,10,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,91.0,99.0,0.0,0.0,54.46,54.37,0.0,0.0,46.36,46.2,0.0,0.0,,,,,,,,,LEAD_ACID,,
19379,10.63.36.34,SEL.Eruu_Mobi,450,2026-03-12T20:00:01,2026-03-12T20:09:56,10,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,91.0,99.0,0.0,0.0,54.41,54.35,0.0,0.0,46.51,46.43,0.0,0.0,,,,,,,,,LEAD_ACID,,
