id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp,avg_current
20082,10.63.120.8,BZD._11Horoo_TurHurahAm_Unitel_MP25_ULN,20,2026-03-31T19:00:01,2026-03-31T22:00:07,180,SCHEDULED,MAX_TIME,100.0,100.0,,,92.0,90.0,,,53.58,53.51,,,49.61,49.58,,,51.04,49.28,,,51.85,50.22,,,LEAD_ACID,17.0,12.3
20011,10.63.120.8,BZD._11Horoo_TurHurahAm_Unitel_MP25_ULN,19,2026-03-29T19:00:05,2026-03-29T22:00:11,180,SCHEDULED,MAX_TIME,100.0,100.0,,,92.0,91.0,,,53.61,53.51,,,49.65,49.61,,,49.8,47.83,,,50.6,48.77,,,LEAD_ACID,20.0,
19938,10.63.120.8,BZD._11Horoo_TurHurahAm_Unitel_MP25_ULN,18,2026-03-27T19:00:05,2026-03-27T22:00:12,180,SCHEDULED,MAX_TIME,100.0,100.0,,,92.0,91.0,,,53.57,53.5,,,49.66,49.63,,,48.98,46.87,,,49.79,47.81,,,LEAD_ACID,23.0,12.2
19861,10.63.120.8,BZD._11Horoo_TurHurahAm_Unitel_MP25_ULN,17,2026-03-25T19:00:01,2026-03-25T22:00:09,180,SCHEDULED,MAX_TIME,100.0,100.0,,,92.0,91.0,,,53.57,53.5,,,49.64,49.6,,,48.16,45.94,,,48.97,46.86,,,LEAD_ACID,17.0,12.0
19787,10.63.120.8,BZD._11Horoo_TurHurahAm_Unitel_MP25_ULN,16,2026-03-23T19:00:03,2026-03-23T22:00:10,180,SCHEDULED,MAX_TIME,100.0,100.0,,,92.0,91.0,,,53.58,53.51,,,49.7,49.64,,,47.35,44.98,,,48.15,45.92,,,LEAD_ACID,23.0,11.9
19712,10.63.120.8,BZD._11Horoo_TurHurahAm_Unitel_MP25_ULN,15,2026-03-21T19:00:02,2026-03-21T22:00:13,180,SCHEDULED,MAX_TIME,100.0,100.0,,,92.0,90.0,,,53.63,53.54,,,49.59,49.55,,,46.52,44.02,,,47.33,44.96,,,LEAD_ACID,15.0,
19635,10.63.120.8,BZD._11Horoo_TurHurahAm_Unitel_MP25_ULN,14,2026-03-19T19:00:03,2026-03-19T22:00:10,180,SCHEDULED,MAX_TIME,100.0,100.0,,,92.0,90.0,,,53.6,53.52,,,49.63,49.6,,,45.72,43.04,,,46.5,44.0,,,LEAD_ACID,18.0,
19560,10.63.120.8,BZD._11Horoo_TurHurahAm_Unitel_MP25_ULN,13,2026-03-17T19:00:07,2026-03-17T22:00:16,180,SCHEDULED,MAX_TIME,100.0,100.0,,,90.0,89.0,,,53.55,53.56,,,49.44,49.42,,,44.7,41.93,,,45.7,43.03,,,LEAD_ACID,4.0,
19485,10.63.120.8,BZD._11Horoo_TurHurahAm_Unitel_MP25_ULN,12,2026-03-15T19:00:04,2026-03-15T22:00:13,180,SCHEDULED,MAX_TIME,100.0,100.0,,,92.0,90.0,,,53.56,53.51,,,49.6,49.56,,,43.89,40.95,,,44.68,41.92,,,LEAD_ACID,16.0,
19409,10.63.120.8,BZD._11Horoo_TurHurahAm_Unitel_MP25_ULN,11,2026-03-13T19:00:04,2026-03-13T22:00:13,180,SCHEDULED,MAX_TIME,100.0,100.0,,,92.0,91.0,,,53.54,53.49,,,49.45,49.43,,,43.07,40.0,,,43.87,40.93,,,LEAD_ACID,8.0,
