id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp,avg_current
20081,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,16,2026-03-31T10:00:01,2026-03-31T13:00:02,180,SCHEDULED,MAX_TIME,100.0,,,,27.0,,,,53.42,,,,49.03,,,,174.26,,,,177.19,,,,LEAD_ACID,,16.8
20010,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,15,2026-03-29T10:00:01,2026-03-29T13:00:02,180,SCHEDULED,MAX_TIME,100.0,,,,27.0,,,,53.42,,,,49.13,,,,171.11,,,,174.05,,,,LEAD_ACID,,
19937,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,14,2026-03-27T10:00:01,2026-03-27T13:00:03,180,SCHEDULED,MAX_TIME,100.0,,,,29.0,,,,53.42,,,,49.2,,,,168.05,,,,170.93,,,,LEAD_ACID,,16.4
19860,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,13,2026-03-25T10:00:01,2026-03-25T13:00:02,180,SCHEDULED,MAX_TIME,100.0,,,,28.0,,,,53.42,,,,49.11,,,,164.92,,,,167.84,,,,LEAD_ACID,,16.3
19786,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,12,2026-03-23T10:00:01,2026-03-23T13:00:02,180,SCHEDULED,MAX_TIME,100.0,,,,27.0,,,,53.44,,,,49.14,,,,161.75,,,,164.7,,,,LEAD_ACID,,16.6
19711,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,11,2026-03-21T10:00:01,2026-03-21T13:00:03,180,SCHEDULED,MAX_TIME,100.0,,,,28.0,,,,53.42,,,,49.11,,,,158.63,,,,161.52,,,,LEAD_ACID,,
19634,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,10,2026-03-19T10:00:02,2026-03-19T13:00:03,180,SCHEDULED,MAX_TIME,100.0,,,,25.0,,,,53.48,,,,49.16,,,,155.4,,,,158.43,,,,LEAD_ACID,,
19559,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,9,2026-03-17T10:00:01,2026-03-17T13:00:02,180,SCHEDULED,MAX_TIME,100.0,,,,23.0,,,,53.49,,,,49.14,,,,152.08,,,,155.19,,,,LEAD_ACID,,
19484,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,8,2026-03-15T10:00:02,2026-03-15T13:00:03,180,SCHEDULED,MAX_TIME,100.0,,,,30.0,,,,53.48,,,,49.3,,,,149.05,,,,151.88,,,,LEAD_ACID,,
19408,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,7,2026-03-13T10:00:02,2026-03-13T13:00:03,180,SCHEDULED,MAX_TIME,100.0,,,,24.0,,,,53.48,,,,49.19,,,,145.78,,,,148.85,,,,LEAD_ACID,,
19334,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,6,2026-03-11T10:00:01,2026-03-11T13:00:03,180,SCHEDULED,MAX_TIME,100.0,,,,27.0,,,,53.48,,,,49.19,,,,142.59,,,,145.55,,,,LEAD_ACID,,
19259,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,5,2026-03-09T10:00:01,2026-03-09T13:00:03,180,SCHEDULED,MAX_TIME,100.0,,,,26.0,,,,53.64,,,,49.26,,,,139.41,,,,142.38,,,,LEAD_ACID,,
19181,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,4,2026-03-07T10:00:01,2026-03-07T13:00:02,180,SCHEDULED,MAX_TIME,100.0,,,,27.0,,,,53.82,,,,49.17,,,,136.25,,,,139.2,,,,LEAD_ACID,,
19042,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,3,2026-03-05T10:00:01,2026-03-05T13:00:03,180,SCHEDULED,MAX_TIME,100.0,,,,27.0,,,,53.93,,,,49.07,,,,133.12,,,,136.08,,,,LEAD_ACID,,
18981,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,2,2026-03-03T10:00:02,2026-03-03T13:00:04,180,SCHEDULED,MAX_TIME,100.0,,,,26.0,,,,53.85,,,,49.05,,,,129.93,,,,132.9,,,,LEAD_ACID,,
18920,10.63.114.130,TUV.Sergelen_ZuunTavanTolgoi_Tulsh_SMP22,1,2026-03-01T10:00:01,2026-03-01T13:00:03,180,SCHEDULED,MAX_TIME,100.0,,,,28.0,,,,53.96,,,,49.19,,,,126.81,,,,129.71,,,,LEAD_ACID,,
