id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp,avg_current
20062,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,461,2026-03-31T19:00:01,2026-03-31T21:42:14,162,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,96.0,61.0,0.0,0.0,52.3,52.2,0.0,0.0,46.2,46.0,0.0,0.0,,,,,,,,,LEAD_ACID,,22.3
19991,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,460,2026-03-29T19:00:01,2026-03-29T21:42:43,162,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,96.0,61.0,0.0,0.0,52.9,52.8,0.0,0.0,46.2,46.0,0.0,0.0,,,,,,,,,LEAD_ACID,,
19917,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,459,2026-03-27T19:00:00,2026-03-27T21:40:03,160,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,95.0,61.0,0.0,0.0,52.9,52.7,0.0,0.0,45.8,45.7,0.0,0.0,,,,,,,,,LEAD_ACID,,22.2
19881,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,458,2026-03-25T19:00:01,2026-03-25T21:43:35,163,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,95.0,61.0,0.0,0.0,52.5,52.4,0.0,0.0,45.7,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,,22.5
19768,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,457,2026-03-23T19:00:01,2026-03-23T21:43:51,163,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,95.0,61.0,0.0,0.0,52.8,52.7,0.0,0.0,45.6,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,,23.0
19692,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,456,2026-03-21T19:00:01,2026-03-21T21:45:17,165,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,96.0,61.0,0.0,0.0,52.6,52.5,0.0,0.0,45.6,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,,
19654,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,455,2026-03-19T19:00:01,2026-03-19T21:46:43,166,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,96.0,61.0,0.0,0.0,52.6,52.5,0.0,0.0,45.6,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,,
19539,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,454,2026-03-17T19:00:01,2026-03-17T21:45:40,165,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,96.0,61.0,0.0,0.0,52.9,52.8,0.0,0.0,45.7,45.5,0.0,0.0,,,,,,,,,LEAD_ACID,,
19466,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,453,2026-03-15T19:00:01,2026-03-15T21:45:11,165,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,96.0,61.0,0.0,0.0,52.9,52.8,0.0,0.0,45.7,45.6,0.0,0.0,,,,,,,,,LEAD_ACID,,
19393,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,452,2026-03-13T19:00:01,2026-03-13T21:41:20,161,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,96.0,61.0,0.0,0.0,52.9,52.8,0.0,0.0,45.7,45.6,0.0,0.0,,,,,,,,,LEAD_ACID,,
19317,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,451,2026-03-11T19:00:00,2026-03-11T21:25:59,145,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,98.0,63.0,0.0,0.0,52.9,52.9,0.0,0.0,45.5,45.4,0.0,0.0,,,,,,,,,LEAD_ACID,,
19241,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,450,2026-03-09T19:00:01,2026-03-09T21:15:55,135,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,99.0,65.0,0.0,0.0,53.1,53.0,0.0,0.0,45.5,45.3,0.0,0.0,,,,,,,,,LEAD_ACID,,
19165,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,449,2026-03-07T19:00:01,2026-03-07T21:13:48,133,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,99.0,64.0,0.0,0.0,53.5,53.4,0.0,0.0,45.4,45.3,0.0,0.0,,,,,,,,,LEAD_ACID,,
19031,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,448,2026-03-05T19:00:01,2026-03-05T21:09:25,129,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,100.0,66.0,0.0,0.0,53.6,53.5,0.0,0.0,45.5,45.4,0.0,0.0,,,,,,,,,LEAD_ACID,,
18970,10.61.49.4,SEL.Bayangol_174rUrtuu_NMD,447,2026-03-03T19:00:01,2026-03-03T21:10:34,130,SCHEDULED,BATTERY_VOLTAGE,100.0,100.0,0.0,0.0,100.0,64.0,0.0,0.0,53.9,53.8,0.0,0.0,45.4,45.3,0.0,0.0,,,,,,,,,LEAD_ACID,,
