id,IP,site_location,discharge_id,start_time,end_time,duration_min,start_cause,stop_cause,init_cap_rate1,init_cap_rate2,init_cap_rate3,init_cap_rate4,final_cap_rate1,final_cap_rate2,final_cap_rate3,final_cap_rate4,init_batt_volt1,init_batt_volt2,init_batt_volt3,init_batt_volt4,final_batt_volt1,final_batt_volt2,final_batt_volt3,final_batt_volt4,init_batt_disch_power1,init_batt_disch_power2,init_batt_disch_power3,init_batt_disch_power4,final_batt_disch_power1,final_batt_disch_power2,final_batt_disch_power3,final_batt_disch_power4,batt_type,temp,avg_current
20109,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,460,2026-04-01T19:00:01,2026-04-01T19:58:34,58,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,53.1,53.1,0.0,0.0,47.3,47.2,0.0,0.0,,,,,,,,,LEAD_ACID,27.0,120.1
20041,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,459,2026-03-30T19:00:01,2026-03-30T19:59:54,59,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,52.8,52.8,0.0,0.0,47.3,47.2,0.0,0.0,,,,,,,,,LEAD_ACID,27.0,112.2
19967,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,458,2026-03-28T19:00:01,2026-03-28T19:57:24,57,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,53.2,53.1,0.0,0.0,47.3,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,26.0,
19894,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,457,2026-03-26T19:00:01,2026-03-26T19:58:07,58,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,53.1,53.1,0.0,0.0,47.2,47.1,0.0,0.0,,,,,,,,,LEAD_ACID,26.0,117.8
19817,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,456,2026-03-24T19:00:01,2026-03-24T19:57:28,57,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,52.8,52.8,0.0,0.0,47.5,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,25.0,121.4
19742,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,455,2026-03-22T19:00:01,2026-03-22T19:57:39,57,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,53.2,53.1,0.0,0.0,47.0,47.1,0.0,0.0,,,,,,,,,LEAD_ACID,25.0,
19667,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,454,2026-03-20T19:00:01,2026-03-20T19:56:14,56,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,53.2,53.1,0.0,0.0,47.1,47.1,0.0,0.0,,,,,,,,,LEAD_ACID,25.0,
19591,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,453,2026-03-18T19:00:01,2026-03-18T19:57:26,57,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,53.5,53.5,0.0,0.0,47.1,47.1,0.0,0.0,,,,,,,,,LEAD_ACID,25.0,
19515,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,452,2026-03-16T19:00:01,2026-03-16T19:58:21,58,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,53.0,53.0,0.0,0.0,47.4,47.4,0.0,0.0,,,,,,,,,LEAD_ACID,26.0,
19440,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,451,2026-03-14T19:00:01,2026-03-14T19:56:38,56,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,61.0,0.0,0.0,52.6,52.6,0.0,0.0,47.1,47.1,0.0,0.0,,,,,,,,,LEAD_ACID,32.0,
19366,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,450,2026-03-12T19:00:01,2026-03-12T19:56:52,56,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,61.0,0.0,0.0,53.3,53.2,0.0,0.0,46.9,46.9,0.0,0.0,,,,,,,,,LEAD_ACID,25.0,
19292,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,449,2026-03-10T19:00:01,2026-03-10T19:56:17,56,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,53.3,53.3,0.0,0.0,47.1,47.0,0.0,0.0,,,,,,,,,LEAD_ACID,27.0,
19215,10.63.67.3,BGD._11hor_ZuragtRTV_NMD110_ULN,448,2026-03-08T19:00:01,2026-03-08T19:55:15,55,SCHEDULED,BATTERY_CAPACITY,100.0,100.0,0.0,0.0,61.0,62.0,0.0,0.0,53.4,53.3,0.0,0.0,47.1,47.1,0.0,0.0,,,,,,,,,LEAD_ACID,26.0,
